,trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
20,DP0021,1,0;50833;50591;50743;50355;50988;51197;51017;0,8:0,17:23,170925,2051.1,50,46.400000000000006,200,2347.5,1
21,DP0022,1,0;50837;50882;50765;50135;50111;51019;51096;51026;0,8:58,15:49,86708,1040.496,0,14.4,200,1278.096,0
22,DP0023,1,0;50866;50876;50352;50726;50220;51079;50962;50905;0,8:26,15:53,60118,721.416,0,48.800000000000004,200,980.616,0
23,DP0024,1,0;50380;50641;50299;50410;50391;50636;0,8:8,13:15,66232,794.784,0,0.0,200,994.784,0
24,DP0025,1,0;50178;50889;50646;50116;51088;51060;0,8:14,17:38,84714,1016.568,0,76.4,200,1298.5680000000002,0
25,DP0026,2,0;50854;50051;50167;50620;50700;50750;51038;51004;0,8:10,15:40,103512,1449.1680000000001,0,23.200000000000003,300,1776.3680000000002,0
26,DP0027,1,0;50566;50758;50804;50082;50502;50966;0,8:7,14:9,83249,998.988,0,24.0,200,1225.788,0
27,DP0028,1,0;50109;50475;50117;50123;50336;51076;50993;50906;0,8:1,16:55,90620,1087.44,0,40.800000000000004,200,1328.64,0
28,DP0029,1,0;50047;50820;50081;50126;50509;50958;51032;50976;0,8:27,16:14,69279,831.3480000000001,0,32.0,200,1074.148,0
29,DP0030,1,0;50189;50338;50216;50277;50891;50967;50964;50907;0,8:58,15:39,78273,939.2760000000001,0,19.6,200,1182.076,0
30,DP0031,1,0;50379;50598;50044;50536;50487;51015;51084;50932;0,8:35,15:26,71593,859.116,0,4.0,200,1077.116,0
31,DP0032,1,0;50860;50877;50101;50248;50587;50480;0,8:2,13:13,77733,932.796,0,0.0,200,1132.796,0
32,DP0033,1,0;50387;50855;50453;50346;50939;51053;0,8:20,15:6,78666,943.9920000000001,0,31.6,200,1183.592,0
33,DP0034,1,0;50592;50857;50632;50446;50287;50931;50947;50940;0,8:28,15:43,72520,870.24,0,34.4,200,1115.8400000000001,0
34,DP0035,1,0;50335;50190;50288;50595;50388;50754;51000;50929;0,8:7,15:56,82815,993.78,0,33.2,200,1229.78,0
35,DP0036,1,0;50822;50745;50361;50218;50786;51023;0,8:26,14:15,56339,676.068,0,26.0,200,912.468,0
36,DP0037,2,0;50682;50615;50114;50629;50284;51059;51043;50922;0,8:17,15:49,92202,1290.828,0,26.8,300,1624.428,0
37,DP0038,1,0;50131;50776;50009;50614;50956;50963;0,8:15,15:11,62151,745.812,0,44.800000000000004,200,990.6120000000001,0
38,DP0039,1,0;50499;50817;50640;50551;51036;50942;0,8:30,15:6,61024,732.288,0,49.6,200,993.888,0
39,DP0040,1,0;50307;50631;50103;50569;50959;50955;0,8:24,16:1,58296,699.552,0,73.60000000000001,200,982.752,0
40,DP0041,1,0;50462;50398;50731;50201;50311;50057;0,8:1,12:38,52878,634.5360000000001,0,4.800000000000001,200,839.736,0
41,DP0042,1,0;50406;50807;50763;50493;51089;50930;0,8:27,15:41,57744,692.928,0,63.2,200,966.928,0
42,DP0043,1,0;50858;50153;50025;50621;50581;51014;0,8:1,15:3,72727,872.724,0,43.2,200,1116.324,0
43,DP0044,2,0;50603;50829;50243;50076;50383;51051;51159;0,8:1,16:9,140074,1961.036,50,26.0,300,2337.436,1
44,DP0045,1,0;50370;50741;50720;50827;51005;51092;51157;0,8:2,17:30,153373,1840.476,50,55.2,200,2146.476,1
45,DP0046,1,0;50878;50230;50066;50890;51049;50911;51025;51016;0,8:3,17:6,94005,1128.06,0,68.0,200,1396.06,0
46,DP0047,1,0;50105;50456;50193;50717;50129;50699;51093;50949;0,8:8,16:44,84053,1008.636,0,33.6,200,1245.436,0
47,DP0048,1,0;50079;50474;50452;50202;50269;50965;51087;50902;51179;0,8:7,18:0,116286,1395.432,50,35.6,200,1683.832,1
48,DP0049,1,0;50471;50769;50321;50132;50001;51039;51085;51106;50971;0,8:5,17:8,166766,2001.192,50,13.200000000000001,200,2266.3920000000003,1
49,DP0050,1,0;50256;50894;50222;50214;50492;51094;51106;0,8:1,15:51,140835,1690.02,50,12.4,200,1952.82,1
50,DP0051,1,0;50160;50564;50710;50260;50426;51021;50948;51057;51176;0,8:9,17:13,137436,1649.232,50,14.4,200,1917.232,1
51,DP0052,2,0;50181;50418;50209;50329;50613;50960;51011;50941;51195;0,8:6,16:48,145253,2033.5420000000001,50,9.600000000000001,300,2395.5420000000004,1
52,DP0053,1,0;50815;50795;50137;50411;50168;50927;51074;50916;51186;0,8:1,16:16,149130,1789.56,50,17.2,200,2057.16,1
53,DP0054,1,0;50086;50676;50028;50697;50226;50937;51159;0,8:17,15:51,134479,1613.748,50,10.8,200,1881.348,1
54,DP0055,1,0;50771;50835;50276;50229;51012;51010;51168;0,8:2,16:25,150995,1811.94,50,32.800000000000004,200,2095.54,1
55,DP0056,1,0;50483;50856;50546;50085;51054;51050;51169;0,8:3,16:25,132364,1588.368,50,21.6,200,1861.1680000000001,1
56,DP0057,1,0;50596;50793;50821;50204;50952;50981;51159;0,8:13,17:20,147071,1764.852,50,48.400000000000006,200,2068.452,1
57,DP0058,1,0;50159;50870;50653;50957;51013;51082;51188;0,8:35,17:12,137782,1653.384,50,39.6,200,1956.984,1
58,DP0059,1,0;50844;50842;50121;50020;50991;51040;51186;0,8:1,15:49,138643,1663.7160000000001,50,42.0,200,1956.116,1
59,DP0060,1,0;50425;50151;50704;50681;50308;51064;50954;50996;51106;0,8:6,17:17,145889,1750.6680000000001,50,8.0,200,2011.068,1
60,DP0061,1,0;50885;50323;50339;50251;50908;51031;51052;51034;51116;0,8:31,17:18,147766,1773.192,50,22.8,200,2058.3920000000003,1
61,DP0062,1,0;50575;50696;50585;50892;50059;51107;51080;50950;50972;0,8:13,17:25,177416,2128.992,50,21.200000000000003,200,2405.3920000000003,1
62,DP0063,1,0;50709;50162;50128;50378;51133;0,8:21,13:54,139212,1670.544,50,0.0,200,1920.544,1
63,DP0064,1,0;50810;50812;50619;50507;50926;51102;0,8:7,16:19,156509,1878.108,50,35.6,200,2166.5080000000003,1
64,DP0065,1,0;50684;50755;50701;50176;51133;0,8:24,13:48,128102,1537.224,50,0.0,200,1787.2240000000002,1
65,DP0066,1,0;50791;50460;50215;50045;51155;0,8:9,13:40,135409,1624.9080000000001,50,0.0,200,1874.908,1
66,DP0067,1,0;50638;50048;50325;50735;51107;0,8:6,13:59,142242,1706.904,50,0.0,200,1956.904,1
67,DP0068,1,0;50666;50622;50872;51068;51099;51168;0,8:20,16:55,139460,1673.52,50,49.6,200,1979.52,1
68,DP0069,1,0;50635;50562;50005;51153;50914;0,8:24,14:52,132231,1586.772,50,0.0,200,1836.7720000000002,1
69,DP0070,1,0;50099;50744;50032;50989;51155;0,8:31,16:3,132415,1588.98,50,46.800000000000004,200,1898.18,1
70,DP0071,1,0;50511;50408;50874;50186;51102;0,8:29,14:26,122539,1470.468,50,0.0,200,1720.468,1
71,DP0072,1,0;50143;50494;50644;50915;51132;0,8:7,16:45,133248,1598.976,50,54.800000000000004,200,1906.576,1
72,DP0073,1,0;50083;50512;50026;50291;51133;0,8:20,14:9,133912,1606.944,50,0.0,200,1856.944,1
73,DP0074,1,0;50182;50236;50134;50013;51169;0,8:16,14:31,128463,1541.556,50,0.0,200,1791.556,1
74,DP0075,1,0;50443;50259;50506;50661;51181;0,8:31,14:5,122687,1472.2440000000001,50,0.0,200,1724.644,1
75,DP0076,1,0;50466;50431;50125;51030;51133;0,8:47,16:40,133036,1596.432,50,52.0,200,1917.232,1
76,DP0077,1,0;50340;50438;50095;51044;51116;0,8:5,16:30,125679,1508.1480000000001,50,74.8,200,1834.9479999999999,1
77,DP0078,1,0;50372;50060;50258;50779;0,8:24,12:35,94456,1133.472,0,0.0,200,1336.272,0
78,DP0079,1,0;50349;50517;50400;50199;51159;0,8:5,13:53,133022,1596.2640000000001,50,0.0,200,1846.2640000000001,1
79,DP0080,1,0;50369;50429;50504;50223;51155;0,8:7,14:9,137486,1649.832,50,0.0,200,1899.8319999999999,1
80,DP0081,1,0;50303;50106;50788;50871;0,8:50,13:9,97365,1168.38,0,0.0,200,1376.38,0
81,DP0082,2,0;50439;50264;50198;50944;51153;0,8:21,16:49,146012,2044.1680000000001,50,44.0,300,2446.568,1
82,DP0083,1,0;50715;50665;50302;50811;51111;0,8:29,14:16,119195,1430.34,50,10.0,200,1701.94,1
83,DP0084,1,0;50805;50356;50924;50986;51195;0,8:37,16:58,114048,1368.576,50,77.60000000000001,200,1696.176,1
84,DP0085,1,0;50107;50348;51072;50912;0,8:19,16:3,97957,1175.484,0,64.8,200,1441.484,0
85,DP0086,1,0;50064;50173;50053;50936;51147;0,8:31,17:25,123661,1483.932,50,65.2,200,1811.5320000000002,1
86,DP0087,1,0;50363;50422;50530;50799;0,8:12,12:9,89736,1076.832,0,0.0,200,1277.632,0
87,DP0088,1,0;50859;50179;50096;50648;51192;0,8:4,13:27,96379,1156.548,50,0.0,200,1406.5480000000002,1
88,DP0089,2,0;50041;50292;50281;50923;0,8:12,14:55,113800,1593.2,0,56.0,300,1954.0,0
89,DP0090,1,0;50500;50630;50039;50664;0,9:0,13:9,99345,1192.14,0,0.0,200,1392.1399999999999,0
90,DP0091,1,0;50084;50694;50318;50667;0,8:10,12:19,90504,1086.048,0,0.0,200,1286.848,0
91,DP0092,1,0;50298;50262;50790;50627;0,8:12,12:10,86323,1035.876,0,0.0,200,1239.476,0
92,DP0093,1,0;50080;50285;50197;50395;0,8:27,12:39,99428,1193.136,0,0.0,200,1400.336,0
93,DP0094,1,0;50238;50825;50686;50534;51126;0,8:12,13:7,103583,1242.996,50,0.0,200,1492.996,1
94,DP0095,1,0;50185;50527;50491;50953;0,8:8,14:36,98478,1181.736,0,49.2,200,1434.136,0
95,DP0096,1,0;50747;50208;50691;51168;50008;50903;0,8:4,14:33,142065,1704.78,50,10.4,200,1966.7800000000002,1
96,DP0097,1,0;50305;50845;50893;50576;50984;51058;51111;0,8:25,16:49,140139,1681.6680000000001,50,42.0,200,1978.0680000000002,1
97,DP0098,1,0;50610;50368;50918;50990;51176;0,8:28,16:53,121062,1452.7440000000001,50,75.60000000000001,200,1778.344,1
98,DP0099,1,0;50544;50130;50119;50514;0,8:19,13:27,98741,1184.892,0,8.4,200,1400.892,0
99,DP0100,1,0;50227;50762;50326;50865;0,8:20,12:38,92344,1108.128,0,0.0,200,1308.9279999999999,0
100,DP0101,1,0;50730;50742;50330;50145;51195;0,8:3,13:12,122320,1467.84,50,0.0,200,1717.8400000000001,1
101,DP0102,1,0;50526;50233;50316;50917;51195;0,8:0,16:22,128226,1538.712,50,59.6,200,1848.3120000000001,1
102,DP0103,1,0;50016;50231;50847;50607;51123;0,8:1,14:22,113475,1361.7,50,3.6,200,1615.7,1
103,DP0104,1,0;50246;50351;50505;50017;0,8:4,11:59,85546,1026.5520000000001,0,0.0,200,1226.5520000000001,0
104,DP0105,1,0;50037;50405;50375;50088;0,8:55,13:25,94961,1139.532,0,0.0,200,1358.3319999999999,0
105,DP0106,1,0;50078;50322;50463;50723;0,8:3,12:22,87010,1044.1200000000001,0,11.200000000000001,200,1256.52,0
106,DP0107,1,0;50760;50046;50778;50886;0,8:30,12:26,86426,1037.112,0,0.0,200,1237.112,0
107,DP0108,1,0;50118;50043;50092;50427;51134;0,8:8,13:11,111302,1335.624,50,0.0,200,1585.624,1
108,DP0109,1,0;50165;50211;50112;50600;0,8:3,12:40,98317,1179.804,0,0.0,200,1379.804,0
109,DP0110,1,0;50770;50816;50549;51159;50978;0,8:14,16:5,141136,1693.632,50,34.0,200,1983.232,1
110,DP0111,1,0;50440;50531;50570;50848;0,8:36,12:27,86374,1036.488,0,0.0,200,1247.288,0
111,DP0112,1,0;50525;50279;50373;50432;0,8:49,13:30,85937,1031.244,0,0.0,200,1242.444,0
112,DP0113,1,0;50350;50449;50104;50637;51107;50992;51041;0,8:21,16:23,145830,1749.96,50,3.6,200,2011.96,1
113,DP0114,1,0;50187;50063;50434;51027;0,8:12,15:33,98575,1182.9,0,59.2,200,1446.9,0
114,DP0115,1,0;50354;50830;50061;50910;0,8:5,14:15,88919,1067.028,0,56.800000000000004,200,1325.828,0
115,DP0116,1,0;50034;50191;50606;50058;0,8:3,12:15,92454,1109.448,0,0.0,200,1309.4479999999999,0
116,DP0117,1,0;50567;50761;50069;50331;0,8:41,12:43,80933,971.196,0,0.0,200,1171.1960000000001,0
117,DP0118,1,0;50021;50624;50100;50757;0,8:12,12:13,81116,973.392,0,6.4,200,1184.592,0
118,DP0119,2,0;50529;50244;51006;50951;0,8:42,14:56,94366,1321.124,0,54.800000000000004,300,1675.924,0
119,DP0120,1,0;50177;50513;50594;50839;0,8:45,12:30,83565,1002.78,0,0.0,200,1215.98,0
120,DP0121,1,0;50718;50172;50925;50999;0,8:8,15:48,69065,828.78,0,91.60000000000001,200,1123.58,0
121,DP0122,1,0;50188;50364;50213;50169;0,8:1,12:22,95368,1144.416,0,0.0,200,1344.4160000000002,0
122,DP0123,1,0;50342;50314;50280;50324;0,8:35,12:26,85910,1030.92,0,0.0,200,1230.92,0
123,DP0124,1,0;50416;50714;50263;50225;0,8:12,12:16,94245,1130.94,0,0.0,200,1335.3400000000001,0
124,DP0125,1,0;50656;50652;51042;50997;51176;0,8:1,17:35,130560,1566.72,50,93.60000000000001,200,1910.32,1
125,DP0126,1,0;50516;50579;50401;51063;0,8:2,15:50,98283,1179.396,0,73.2,200,1453.396,0
126,DP0127,1,0;50273;50633;50843;50337;0,8:10,12:10,79385,952.62,0,0.0,200,1156.22,0
127,DP0128,1,0;50693;50611;50970;51100;51135;0,8:29,16:12,109737,1316.844,50,65.60000000000001,200,1632.444,1
128,DP0129,1,0;50670;50156;50070;50357;0,8:6,12:9,96314,1155.768,0,0.0,200,1355.768,0
129,DP0130,1,0;50689;50875;50015;50794;0,8:6,12:45,93205,1118.46,0,7.6000000000000005,200,1328.46,0
130,DP0131,1,0;50283;50537;50203;50196;51135;0,8:21,14:8,121024,1452.288,50,0.0,200,1705.888,1
131,DP0132,1,0;50157;50200;50274;51008;0,8:21,15:33,82676,992.112,0,72.8,200,1273.3120000000001,0
132,DP0133,1,0;50437;50680;50706;50593;0,8:35,12:14,82509,990.1080000000001,0,0.0,200,1203.708,0
133,DP0134,1,0;50170;50586;50623;50897;0,8:13,12:5,78835,946.02,0,0.0,200,1146.02,0
134,DP0135,1,0;50751;50252;50909;51095;0,8:7,15:46,93638,1123.656,0,63.2,200,1386.856,0
135,DP0136,1,0;50207;50725;50565;50836;0,8:1,11:34,75405,904.86,0,0.0,200,1104.86,0
136,DP0137,1,0;50828;50698;50574;50980;0,8:9,14:19,88499,1061.988,0,54.0,200,1315.988,0
137,DP0138,1,0;50253;50022;50390;50465;0,8:11,12:34,92555,1110.66,0,0.0,200,1310.6599999999999,0
138,DP0139,1,0;50675;50703;50403;50846;0,8:36,12:31,83229,998.748,0,0.0,200,1201.148,0
139,DP0140,1,0;50394;50528;50385;50097;0,8:13,12:19,80634,967.6080000000001,0,0.0,200,1171.608,0
140,DP0141,1,0;50127;50389;50054;50435;0,8:26,12:43,98340,1180.08,0,0.0,200,1381.68,0
141,DP0142,1,0;50787;50067;50683;50428;0,8:4,11:45,80378,964.5360000000001,0,0.0,200,1164.536,0
142,DP0143,2,0;50852;50802;50719;50800;0,8:15,12:24,100419,1405.866,0,0.0,300,1705.866,0
143,DP0144,1,0;50738;50362;50075;50094;0,8:33,12:14,72194,866.328,0,0.0,200,1073.128,0
144,DP0145,1,0;50625;50881;50764;50571;0,8:34,12:49,88364,1060.368,0,8.4,200,1282.368,0
145,DP0146,1,0;50461;50752;50560;51097;0,8:45,15:54,98896,1186.752,0,62.0,200,1464.352,0
146,DP0147,1,0;50523;50677;50782;50155;0,8:15,12:40,74833,897.996,0,21.200000000000003,200,1125.196,0
147,DP0148,1,0;50557;50459;50441;50968;0,8:4,14:52,88445,1061.34,0,62.0,200,1324.94,0
148,DP0149,1,0;50888;50332;50030;50766;0,8:2,11:34,68297,819.564,0,0.0,200,1019.5640000000001,0
149,DP0150,1,0;50503;50695;50690;50934;0,8:32,14:30,75606,907.272,0,38.0,200,1158.072,0
150,DP0151,1,0;50414;50430;50071;50759;0,8:14,11:30,54972,659.664,0,0.0,200,859.664,0
151,DP0152,1,0;50716;50221;50561;50042;0,8:17,12:2,79941,959.292,0,0.0,200,1159.292,0
152,DP0153,1,0;50589;50444;50183;50334;0,8:46,12:7,66942,803.304,0,0.0,200,1009.704,0
153,DP0154,1,0;50826;50217;50147;50384;0,8:6,12:3,75433,905.196,0,0.0,200,1105.196,0
154,DP0155,1,0;50242;50393;50515;50150;0,8:48,12:27,68499,821.988,0,0.0,200,1039.988,0
155,DP0156,1,0;50250;50010;50727;50662;0,8:50,12:50,78728,944.736,0,2.4000000000000004,200,1167.136,0
156,DP0157,1,0;50310;50133;50007;50733;0,8:2,11:27,59286,711.432,0,0.0,200,911.432,0
157,DP0158,1,0;50090;50896;50748;50850;0,8:16,11:35,67784,813.408,0,0.0,200,1013.408,0
158,DP0159,1,0;50289;50485;50862;50797;0,8:37,12:12,70783,849.3960000000001,0,0.0,200,1059.796,0
159,DP0160,1,0;50313;50006;50002;50618;0,8:15,11:38,51813,621.756,0,0.0,200,821.756,0
160,DP0161,1,0;50180;50235;50073;50163;0,8:24,12:5,70531,846.3720000000001,0,0.0,200,1046.372,0
161,DP0162,1,0;50861;50158;50668;50969;0,8:20,14:46,84817,1017.804,0,62.0,200,1287.804,0
162,DP0163,1,0;50448;50397;50062;50626;0,8:58,12:53,69385,832.62,0,0.0,200,1043.82,0
163,DP0164,1,0;50520;50899;50317;50739;0,9:17,13:17,60095,721.14,0,0.0,200,945.54,0
164,DP0165,1,0;50484;50454;50436;50609;0,8:21,11:39,62692,752.304,0,0.0,200,956.3040000000001,0
165,DP0166,1,0;50266;50374;50098;50136;0,8:15,11:51,59331,711.972,0,0.0,200,912.372,0
166,DP0167,1,0;50712;50773;50468;50447;0,8:2,11:32,66691,800.292,0,0.0,200,1000.292,0
167,DP0168,1,0;50647;50867;50399;50711;0,8:19,11:45,55105,661.26,0,0.0,200,864.8600000000001,0
168,DP0169,1,0;50210;50228;50328;50658;0,8:17,11:39,58777,705.3240000000001,0,0.0,200,905.724,0
169,DP0170,1,0;50175;50582;50341;50602;0,8:28,11:58,60034,720.408,0,0.0,200,923.2080000000001,0
170,DP0171,2,0;50588;50184;50074;50657;0,8:45,12:14,57544,805.616,0,0.0,300,1110.816,0
171,DP0172,1,0;50749;50091;50818;50255;0,8:3,11:59,85122,1021.464,0,0.0,200,1221.464,0
172,DP0173,1,0;50482;50572;50358;50294;0,8:10,12:35,70189,842.268,0,22.8,200,1069.068,0
173,DP0174,1,0;50501;50556;50869;51083;0,8:23,14:45,64289,771.468,0,65.60000000000001,200,1037.068,0
174,DP0175,1,0;50734;50004;50863;50783;0,8:21,11:33,56079,672.948,0,0.0,200,878.148,0
175,DP0176,1,0;50550;50539;50481;50219;0,8:18,11:56,59267,711.2040000000001,0,0.0,200,916.8040000000001,0
176,DP0177,1,0;50634;50612;50014;50784;0,8:34,12:26,77625,931.5,0,0.0,200,1139.5,0
177,DP0178,1,0;50409;50510;50547;50737;0,8:23,12:15,58762,705.144,0,8.0,200,922.344,0
178,DP0179,1,0;50838;50295;50659;0,8:1,12:29,69958,839.496,0,31.6,200,1071.496,0
179,DP0180,1,0;50445;50707;50467;50671;0,8:4,11:54,78978,947.736,0,3.2,200,1152.536,0
180,DP0181,1,0;50306;50241;50343;50728;0,8:44,11:37,32524,390.288,0,0.0,200,599.088,0
181,DP0182,1,0;50261;50249;50124;50654;0,8:24,11:47,49829,597.948,0,0.0,200,807.148,0
182,DP0183,1,0;50868;50553;50011;50672;0,8:22,11:54,67043,804.516,0,0.0,200,1007.7160000000001,0
183,DP0184,1,0;50450;50464;50455;50347;0,8:14,11:50,59097,709.164,0,0.0,200,909.964,0
184,DP0185,1,0;50024;50824;50315;50138;0,8:29,11:51,59966,719.592,0,0.0,200,930.7919999999999,0
185,DP0186,1,0;50545;50359;50065;50702;0,8:9,11:39,58597,703.164,0,0.0,200,903.164,0
186,DP0187,1,0;50642;50239;50729;0,8:7,11:43,73324,879.888,0,0.0,200,1079.888,0
187,DP0188,1,0;50278;50344;50234;50599;0,8:1,11:23,48850,586.2,0,0.0,200,786.2,0
188,DP0189,1,0;50144;50366;50415;50367;0,8:27,12:31,50616,607.392,0,20.0,200,829.392,0
189,DP0190,1,0;50518;50489;50645;50904;0,8:25,13:55,51241,614.892,0,55.2,200,872.4920000000001,0
190,DP0191,1,0;50887;50068;50396;50376;0,8:58,12:7,48363,580.356,0,0.0,200,780.356,0
191,DP0192,1,0;50205;50497;50724;50798;0,8:22,11:31,44783,537.396,0,0.0,200,737.396,0
192,DP0193,1,0;50687;50237;50102;50413;0,8:11,12:4,58369,700.428,0,7.2,200,912.028,0
193,DP0194,1,0;50319;50407;51056;50921;0,8:55,15:37,62161,745.932,0,74.0,200,1019.932,0
194,DP0195,1,0;50360;50268;51045;51070;0,8:23,14:40,54339,652.068,0,69.60000000000001,200,921.668,0
195,DP0196,1,0;50433;50679;50935;50975;0,8:8,16:20,89156,1069.872,0,100.80000000000001,200,1370.672,0
196,DP0197,1,0;50345;50740;50050;50819;0,8:9,11:38,54713,656.556,0,0.0,200,856.556,0
197,DP0198,1,0;50040;50152;50651;50840;0,8:27,11:34,44130,529.5600000000001,0,0.0,200,739.56,0
198,DP0199,1,0;50541;50003;50660;50692;0,8:0,11:24,52040,624.48,0,0.0,200,824.48,0
199,DP0200,1,0;50508;50267;50678;50880;0,8:31,11:40,48037,576.444,0,0.0,200,783.644,0
200,DP0201,1,0;50580;50371;50077;50823;0,8:21,11:36,48331,579.972,0,0.0,200,783.172,0
201,DP0202,1,0;50532;50290;50451;50919;0,8:21,14:40,58788,705.456,0,58.800000000000004,200,964.2560000000001,0
202,DP0203,1,0;50419;50089;50883;50473;51171;0,8:8,12:45,93247,1118.964,50,0.0,200,1368.964,1
203,DP0204,1,0;50286;50327;50583;50808;0,8:28,12:12,48368,580.416,0,11.600000000000001,200,803.216,0
204,DP0205,1,0;50247;50853;50578;50789;0,8:16,11:46,60632,727.5840000000001,0,0.0,200,933.1840000000001,0
205,DP0206,1,0;50171;50772;50496;50708;0,8:2,11:13,49164,589.968,0,0.0,200,789.9680000000001,0
206,DP0207,1,0;50554;50722;50608;50785;0,8:3,11:0,48737,584.844,0,0.0,200,784.844,0
207,DP0208,1,0;50421;50617;50649;50604;0,8:23,11:34,54457,653.484,0,0.0,200,853.484,0
208,DP0209,1,0;50146;50639;50559;50655;0,8:0,11:49,88728,1064.736,0,0.0,200,1264.736,0
209,DP0210,1,0;50382;50597;50404;50775;0,8:15,11:9,33111,397.332,0,0.0,200,597.3320000000001,0
210,DP0211,1,0;50813;50353;50605;50879;0,8:25,11:36,46621,559.452,0,0.0,200,761.852,0
211,DP0212,1,0;50524;50108;50495;50457;0,8:1,11:20,42114,505.368,0,0.0,200,705.3679999999999,0
212,DP0213,1,0;50122;50166;50995;51003;0,8:5,15:26,44187,530.244,0,99.60000000000001,200,829.844,0
213,DP0214,1,0;50643;50164;50055;50275;0,8:21,11:45,44950,539.4,0,0.0,200,739.4,0
214,DP0215,1,0;50486;50192;50472;50240;0,8:8,11:20,35066,420.79200000000003,0,0.0,200,623.992,0
215,DP0216,1,0;50736;50774;50019;50792;0,8:10,11:20,28868,346.416,0,10.4,200,560.816,0
216,DP0217,2,0;50320;50161;51002;50945;0,8:26,14:34,51888,726.432,0,60.400000000000006,300,1086.8319999999999,0
217,DP0218,1,0;50018;50254;50713;50673;0,8:14,11:1,20649,247.788,0,0.0,200,447.788,0
218,DP0219,2,0;50777;50232;50946;51061;0,8:24,14:51,63916,894.8240000000001,0,68.0,300,1262.824,0
219,DP0220,1,0;50732;50851;50961;51047;0,8:2,14:8,81722,980.664,0,56.800000000000004,200,1237.464,0
220,DP0221,1,0;50142;50154;50312;50296;0,8:2,10:39,19774,237.288,0,0.0,200,437.288,0
221,DP0222,1,0;50616;50601;0,8:0,10:53,96631,1159.5720000000001,0,0.0,200,1359.5720000000001,0
222,DP0223,1,0;50417;50746;50669;0,8:22,11:43,89015,1068.18,0,0.0,200,1268.18,0
223,DP0224,1,0;50568;50498;0,8:4,10:19,52962,635.544,0,0.0,200,835.544,0
224,DP0225,1,0;50300;50469;0,8:13,10:23,56680,680.16,0,0.0,200,880.16,0
225,DP0226,1,0;50533;50884;0,8:49,10:51,47987,575.844,0,0.0,200,783.4440000000001,0
226,DP0227,1,0;50036;50423;0,8:46,10:51,17247,206.964,0,10.0,200,418.164,0
