,trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
33,DP0034,1,0;40881;40838;40072;40711;40156;40512;41174;41148;0,8:3,15:41,79620,955.44,0,41.2,200,1197.84,0
34,DP0035,1,0;40832;40554;40270;41000;41057;41082;41170;41198;0,8:22,16:25,97058,1164.696,0,38.0,200,1402.696,0
35,DP0036,1,0;40884;40218;40266;40601;40171;41161;41127;41079;0,8:17,15:28,86544,1038.528,0,19.200000000000003,200,1264.528,0
36,DP0037,1,0;40839;40475;40350;40054;40325;40104;41188;41007;41026;41249;0,8:0,17:24,153134,1837.608,50,32.0,200,2119.608,1
37,DP0038,1,0;40563;40862;40620;40736;40200;41024;41290;0,8:21,15:1,119035,1428.42,50,6.4,200,1693.22,1
38,DP0039,1,0;40657;40989;40943;40115;40878;41032;41184;41005;0,8:4,16:8,76634,919.6080000000001,0,26.400000000000002,200,1147.6080000000002,0
39,DP0040,2,0;40603;40777;40422;40207;40363;41189;41103;41099;0,8:11,16:19,112489,1574.846,0,26.0,300,1905.246,0
40,DP0041,1,0;40911;40902;40581;40263;40972;40787;0,8:13,13:32,77342,928.104,0,0.0,200,1128.104,0
41,DP0042,1,0;40023;40587;40357;40724;40297;41179;41074;41035;0,8:36,15:51,76903,922.836,0,29.6,200,1166.836,0
42,DP0043,1,0;40651;40057;40819;40896;40320;40534;0,8:6,13:7,86928,1043.136,0,0.0,200,1243.136,0
43,DP0044,1,0;40277;40138;40315;40467;40509;40995;41191;41059;0,8:20,14:40,34684,416.208,0,30.400000000000002,200,654.608,0
44,DP0045,1,0;40675;40142;40906;40636;41105;41104;0,8:17,16:15,86461,1037.532,0,64.8,200,1309.132,0
45,DP0046,1,0;40561;40557;40877;40647;40478;41002;41212;41112;41183;0,8:4,17:0,188897,2266.764,50,8.0,200,2526.364,1
46,DP0047,1,0;40499;40550;40743;40594;40373;41087;41266;0,8:6,15:56,108676,1304.112,50,47.2,200,1603.712,1
47,DP0048,1,0;40716;40437;40470;40810;40428;41146;41102;41023;41268;0,8:5,16:3,139233,1670.796,50,4.4,200,1927.1960000000001,1
48,DP0049,1,0;40687;40598;40425;40835;41124;41162;41073;41004;41202;0,8:2,17:45,125128,1501.536,50,46.0,200,1798.3359999999998,1
49,DP0050,1,0;40079;40181;40818;40822;40281;41054;41053;41136;41244;0,8:17,16:46,136949,1643.3880000000001,50,9.600000000000001,200,1909.788,1
50,DP0051,1,0;40494;40945;40552;40208;41088;41158;41210;0,8:28,17:27,122716,1472.592,50,60.400000000000006,200,1794.192,1
51,DP0052,1,0;40125;40329;40788;40519;41205;0,8:15,14:7,130929,1571.1480000000001,50,0.0,200,1821.1480000000001,1
52,DP0053,1,0;40176;40672;40029;40927;41247;0,8:22,14:26,133673,1604.076,50,0.0,200,1854.076,1
53,DP0054,1,0;40944;40582;40905;41056;41250;0,8:29,15:14,141534,1698.4080000000001,50,41.6,200,2001.6080000000002,1
54,DP0055,1,0;40128;40291;40922;41138;41241;0,8:6,16:16,148362,1780.344,50,42.800000000000004,200,2075.544,1
55,DP0056,1,0;40378;40869;41029;41114;41205;0,8:16,16:45,143374,1720.488,50,61.2,200,2031.6879999999999,1
56,DP0057,1,0;40708;40309;40735;40194;41292;0,8:21,13:52,126589,1519.068,50,0.0,200,1769.868,1
57,DP0058,1,0;40083;40162;40619;40525;41247;0,8:12,14:0,138221,1658.652,50,0.0,200,1908.652,1
58,DP0059,1,0;40368;40223;40692;40753;41263;0,8:0,13:42,122925,1475.1000000000001,50,8.8,200,1733.9,1
59,DP0060,1,0;40229;40276;40517;40856;41265;0,8:40,13:42,119420,1433.04,50,0.0,200,1687.44,1
60,DP0061,1,0;40960;40781;40078;41041;41217;0,8:20,17:12,134440,1613.28,50,90.4,200,1961.68,1
61,DP0062,1,0;40026;40803;40474;40526;41234;0,8:0,13:54,130296,1563.5520000000001,50,0.0,200,1813.5520000000001,1
62,DP0063,1,0;40790;40143;40528;41200;41265;0,8:5,15:7,123341,1480.092,50,33.2,200,1765.292,1
63,DP0064,1,0;40429;40765;40590;40215;41263;0,8:30,13:47,127484,1529.808,50,0.0,200,1779.808,1
64,DP0065,1,0;40876;40330;40978;41049;41234;0,8:34,15:27,116312,1395.7440000000001,50,39.2,200,1698.5439999999999,1
65,DP0066,1,0;40431;40460;40355;40769;41241;0,8:5,13:54,138141,1657.692,50,0.0,200,1907.692,1
66,DP0067,1,0;40842;40067;40653;41061;41292;0,9:32,15:57,105859,1270.308,50,38.0,200,1595.108,1
67,DP0068,1,0;40134;40725;40198;40182;41210;0,8:20,14:1,119791,1437.492,50,0.0,200,1687.4920000000002,1
68,DP0069,1,0;40502;40149;40929;40033;41247;0,8:18,13:46,125811,1509.732,50,0.0,200,1764.5320000000002,1
69,DP0070,1,0;40233;40591;40936;40940;41263;0,8:10,13:14,121654,1459.848,50,0.0,200,1709.848,1
70,DP0071,1,0;40967;40418;40996;40919;41205;0,8:5,13:18,139004,1668.048,50,0.0,200,1918.0480000000002,1
71,DP0072,1,0;40849;40958;40085;40013;41277;0,8:8,14:14,124724,1496.688,50,0.0,200,1746.688,1
72,DP0073,1,0;40860;40607;40723;40005;41210;0,8:4,13:57,130738,1568.856,50,0.0,200,1818.856,1
73,DP0074,1,0;40623;40452;40202;40032;41270;0,8:0,13:6,118220,1418.64,50,0.0,200,1668.6399999999999,1
74,DP0075,1,0;40160;40992;40483;41117;41262;0,8:26,15:58,119096,1429.152,50,46.0,200,1735.5520000000001,1
75,DP0076,1,0;40186;40369;40045;41081;41263;0,9:12,15:39,121219,1454.628,50,34.4,200,1767.828,1
76,DP0077,1,0;40132;40476;40408;40776;41210;0,8:30,14:12,119893,1438.7160000000001,50,0.0,200,1688.716,1
77,DP0078,1,0;40770;40954;40562;40704;41250;41089;41163;0,8:8,16:13,167723,2012.676,50,12.4,200,2278.276,1
78,DP0079,1,0;40433;40145;40543;40947;41205;0,8:14,13:42,138981,1667.772,50,5.2,200,1928.572,1
79,DP0080,1,0;40099;40395;40197;40955;41218;0,8:8,14:7,119625,1435.5,50,0.0,200,1685.5,1
80,DP0081,1,0;40614;40439;40873;40671;41265;0,8:20,13:25,145727,1748.724,50,0.0,200,1998.7240000000002,1
81,DP0082,1,0;40760;40780;40857;40682;41284;0,8:10,14:41,118801,1425.612,50,0.0,200,1675.612,1
82,DP0083,1,0;40979;40784;40938;40118;41118;41284;41165;0,8:48,17:28,151566,1818.7920000000001,50,33.2,200,2121.192,1
83,DP0084,1,0;40775;40966;40703;40316;41205;0,8:10,13:18,134117,1609.404,50,0.0,200,1859.404,1
84,DP0085,1,0;40163;40235;40826;40710;41290;0,9:4,13:55,107051,1284.612,50,0.0,200,1549.0120000000002,1
85,DP0086,1,0;40837;40875;40238;40365;41234;0,8:0,13:24,115535,1386.42,50,0.0,200,1636.42,1
86,DP0087,1,0;40714;40377;40980;40988;41290;0,8:52,13:59,121526,1458.3120000000001,50,0.0,200,1721.112,1
87,DP0088,1,0;40727;40632;40402;40588;41234;0,8:14,14:24,120990,1451.88,50,0.0,200,1701.88,1
88,DP0089,1,0;40424;40833;40440;40322;40463;41185;41292;0,8:35,16:2,117533,1410.396,50,32.4,200,1706.796,1
89,DP0090,1,0;40652;40049;40199;40259;41296;0,8:4,13:15,101847,1222.164,50,0.0,200,1472.164,1
90,DP0091,1,0;40348;40107;40015;40774;41214;0,8:25,13:22,106513,1278.156,50,0.0,200,1530.156,1
91,DP0092,1,0;40836;40114;40158;40576;0,9:10,13:21,95622,1147.464,0,0.0,200,1364.2640000000001,0
92,DP0093,1,0;40618;40627;40768;40935;41252;0,8:10,12:32,88043,1056.516,50,0.0,200,1306.516,1
93,DP0094,1,0;40680;40285;40426;40080;41262;0,8:27,13:50,117038,1404.4560000000001,50,0.0,200,1660.056,1
94,DP0095,1,0;40480;40984;40976;40492;41268;0,8:31,12:59,101081,1212.972,50,0.0,200,1464.5720000000001,1
95,DP0096,1,0;40001;40264;40076;40717;41278;0,8:8,13:15,108187,1298.244,50,0.0,200,1548.2440000000001,1
96,DP0097,1,0;40678;40859;40991;40524;0,8:28,12:30,94041,1128.492,0,0.0,200,1333.692,0
97,DP0098,1,0;40772;40242;40073;41167;0,8:28,14:45,89869,1078.428,0,44.400000000000006,200,1334.028,0
98,DP0099,1,0;40091;40846;40308;40106;41214;0,8:23,13:38,110562,1326.744,50,0.0,200,1583.5439999999999,1
99,DP0100,1,0;40232;40407;40454;40219;0,9:16,13:0,87366,1048.392,0,0.0,200,1266.792,0
100,DP0101,1,0;40610;40845;40665;40915;0,8:6,13:29,96833,1161.996,0,0.0,200,1362.7959999999998,0
101,DP0102,1,0;40658;40020;40438;40510;0,9:1,12:28,64734,776.808,0,0.0,200,996.008,0
102,DP0103,1,0;40643;40918;41149;41013;41203;0,8:30,16:1,110830,1329.96,50,53.6,200,1635.56,1
103,DP0104,1,0;40318;40084;40729;41065;41203;0,8:7,15:52,110083,1320.996,50,43.6,200,1617.396,1
104,DP0105,1,0;40016;40898;40222;40814;0,8:0,12:45,95474,1145.688,0,0.0,200,1345.688,0
105,DP0106,1,0;40880;40971;40815;40220;0,8:56,12:41,89146,1069.752,0,0.0,200,1288.5520000000001,0
106,DP0107,2,0;40956;40546;40151;41015;41214;0,8:20,15:25,119540,1673.56,50,37.6,300,2069.16,1
107,DP0108,1,0;40702;40449;40746;40059;41215;0,8:0,12:51,104167,1250.0040000000001,50,1.6,200,1501.604,1
108,DP0109,1,0;40303;40120;40096;40514;0,8:12,12:17,94294,1131.528,0,0.0,200,1331.528,0
109,DP0110,1,0;40487;40251;40204;40495;0,8:9,12:1,96382,1156.584,0,0.0,200,1356.584,0
110,DP0111,1,0;40964;40060;40372;40530;0,8:17,12:46,79077,948.924,0,17.6,200,1173.324,0
111,DP0112,1,0;40673;40193;40075;40094;0,8:18,13:39,98650,1183.8,0,0.0,200,1384.2,0
112,DP0113,1,0;40456;40129;40172;40868;0,8:4,12:47,91622,1099.464,0,0.0,200,1299.464,0
113,DP0114,1,0;40567;40638;40269;40897;0,8:25,13:39,90151,1081.8120000000001,0,0.0,200,1291.412,0
114,DP0115,1,0;40907;40337;40511;40331;0,8:9,13:6,96359,1156.308,0,0.0,200,1356.308,0
115,DP0116,1,0;40041;40292;40613;40209;40356;41021;41113;41206;0,8:15,16:59,136499,1637.988,50,30.400000000000002,200,1924.388,1
116,DP0117,1,0;40700;40335;40740;40661;0,8:23,12:24,74434,893.208,0,0.0,200,1099.608,0
117,DP0118,1,0;40030;40795;40895;40744;0,8:7,13:12,88955,1067.46,0,0.0,200,1269.8600000000001,0
118,DP0119,1,0;40393;40157;40150;40461;41226;0,8:15,13:13,110008,1320.096,50,0.0,200,1570.896,1
119,DP0120,1,0;40577;40720;40848;40421;0,8:3,11:50,87745,1052.94,0,0.0,200,1252.94,0
120,DP0121,1,0;40969;40289;40293;40758;41222;0,8:6,13:7,107760,1293.1200000000001,50,10.4,200,1555.92,1
121,DP0122,1,0;40224;40167;40436;40600;41252;0,8:6,12:42,104249,1250.988,50,0.0,200,1500.988,1
122,DP0123,1,0;40294;40879;40806;40358;0,8:18,12:42,95754,1149.048,0,20.400000000000002,200,1376.6480000000001,0
123,DP0124,2,0;40900;40236;41070;41040;41300;0,8:56,15:26,117692,1647.688,50,26.400000000000002,300,2024.0880000000002,1
124,DP0125,1,0;40804;40367;40050;40406;0,8:17,12:7,88013,1056.156,0,0.0,200,1256.556,0
125,DP0126,1,0;40386;40931;40986;40052;0,8:23,13:34,92564,1110.768,0,0.0,200,1318.768,0
126,DP0127,1,0;40811;40069;41150;41130;0,8:24,16:29,97971,1175.652,0,65.2,200,1440.852,0
127,DP0128,1,0;40866;40362;40248;41123;0,8:6,14:22,95415,1144.98,0,40.400000000000006,200,1387.78,0
128,DP0129,1,0;40709;40230;40066;40920;41268;0,8:0,12:52,128518,1542.2160000000001,50,0.0,200,1792.216,1
129,DP0130,1,0;40420;40622;40571;40799;41292;0,8:3,13:55,112261,1347.132,50,21.200000000000003,200,1619.532,1
130,DP0131,1,0;40542;40319;40912;40287;0,8:9,12:16,97794,1173.528,0,0.0,200,1373.528,0
131,DP0132,1,0;40468;40883;40260;40592;0,8:3,12:54,96272,1155.2640000000001,0,20.8,200,1377.2640000000001,0
132,DP0133,1,0;40191;40676;40953;40165;0,8:6,12:4,80972,971.664,0,0.0,200,1171.664,0
133,DP0134,1,0;40952;40298;40028;40283;41219;0,8:38,13:42,90428,1085.136,50,0.0,200,1340.336,1
134,DP0135,1,0;40095;40615;40728;40159;41219;0,8:49,13:14,97287,1167.444,50,0.0,200,1434.644,1
135,DP0136,1,0;40950;40170;41044;41027;41203;0,8:36,16:31,108113,1297.356,50,58.0,200,1611.7559999999999,1
136,DP0137,1,0;40011;40932;40090;40183;41252;0,8:15,12:49,106736,1280.832,50,0.0,200,1530.8319999999999,1
137,DP0138,1,0;40415;40371;40782;40479;0,8:2,12:15,91368,1096.416,0,5.6000000000000005,200,1302.816,0
138,DP0139,1,0;40506;40366;40829;40802;0,8:21,12:50,84241,1010.892,0,16.400000000000002,200,1235.692,0
139,DP0140,1,0;40961;40177;40244;40584;41141;41122;41222;0,8:41,17:24,136309,1635.708,50,54.0,200,1953.708,1
140,DP0141,1,0;40637;40332;40447;40010;0,8:8,12:15,80564,966.768,0,0.0,200,1166.768,0
141,DP0142,1,0;40273;40635;40239;41064;0,8:28,15:6,96396,1156.752,0,34.800000000000004,200,1402.752,0
142,DP0143,1,0;40887;40854;40522;40779;0,8:9,12:59,81377,976.524,0,0.0,200,1176.5240000000001,0
143,DP0144,1,0;40430;40941;40904;40035;0,8:22,13:18,93407,1120.884,0,5.2,200,1334.884,0
144,DP0145,1,0;40081;40087;40916;40865;0,8:1,12:25,82708,992.496,0,0.0,200,1192.496,0
145,DP0146,2,0;40024;40764;40184;40975;0,8:26,13:52,96040,1344.56,0,0.0,300,1644.56,0
146,DP0147,1,0;40389;40127;40385;40097;0,8:0,12:12,84161,1009.932,0,0.0,200,1209.932,0
147,DP0148,1,0;40004;40047;40778;41196;0,9:7,14:54,82438,989.256,0,12.8,200,1228.856,0
148,DP0149,1,0;40626;40851;40739;40686;0,8:54,13:26,85340,1024.08,0,0.0,200,1242.48,0
149,DP0150,1,0;40105;40062;40609;40399;0,8:47,13:31,81401,976.812,0,0.0,200,1182.412,0
150,DP0151,1,0;40137;40340;40721;40173;41294;0,8:2,12:35,95750,1149.0,50,3.2,200,1403.0,1
151,DP0152,1,0;40763;40022;40646;40771;0,8:6,13:11,78637,943.644,0,9.600000000000001,200,1155.644,0
152,DP0153,1,0;40655;40100;40274;41006;41206;0,8:7,17:35,116079,1392.948,50,82.0,200,1727.748,1
153,DP0154,1,0;40796;40823;40434;40645;0,8:41,12:51,92982,1115.784,0,0.0,200,1320.5839999999998,0
154,DP0155,1,0;40211;40058;40730;40253;0,8:3,12:43,83783,1005.3960000000001,0,0.0,200,1205.396,0
155,DP0156,1,0;40705;40752;40265;41172;41278;0,8:19,15:58,112831,1353.972,50,52.800000000000004,200,1664.3719999999998,1
156,DP0157,1,0;40861;40659;40388;40074;0,8:15,12:46,76041,912.4920000000001,0,0.0,200,1112.492,0
157,DP0158,1,0;40756;40490;40750;40448;0,8:3,12:26,90560,1086.72,0,0.0,200,1286.72,0
158,DP0159,2,0;40305;40889;41142;41010;0,10:38,16:21,97152,1360.128,0,46.400000000000006,300,1714.9279999999999,0
159,DP0160,1,0;40344;40126;40116;40278;0,8:52,13:1,76679,920.148,0,0.0,200,1121.348,0
160,DP0161,1,0;40959;40351;40982;40529;0,8:18,11:42,57838,694.056,0,0.0,200,894.056,0
161,DP0162,1,0;40307;40605;40681;40597;0,8:46,12:6,61954,743.448,0,0.0,200,961.4480000000001,0
162,DP0163,1,0;40604;40019;40472;40699;0,8:18,11:46,72258,867.096,0,0.0,200,1067.096,0
163,DP0164,1,0;40501;40006;40299;40679;0,9:37,13:40,68618,823.416,0,0.0,200,1043.016,0
164,DP0165,1,0;40696;40139;40002;40410;0,8:10,12:28,70947,851.364,0,0.0,200,1051.364,0
165,DP0166,1,0;40471;40225;40957;40210;0,8:16,12:34,75119,901.428,0,0.0,200,1101.428,0
166,DP0167,1,0;40237;40190;40345;40161;0,8:12,12:39,71276,855.312,0,0.0,200,1055.312,0
167,DP0168,1,0;40617;40578;40031;40930;0,8:20,12:53,78110,937.32,0,0.0,200,1140.92,0
168,DP0169,1,0;40820;40928;40122;41134;0,8:56,14:0,63752,765.024,0,42.0,200,1029.424,0
169,DP0170,1,0;40404;40282;40602;40977;0,8:3,11:57,86898,1042.776,0,0.0,200,1242.776,0
170,DP0171,1,0;40226;40745;40539;40669;0,8:6,12:35,97173,1166.076,0,0.0,200,1367.676,0
171,DP0172,1,0;40113;40304;40630;41140;0,8:10,14:37,85155,1021.86,0,32.800000000000004,200,1258.6599999999999,0
172,DP0173,1,0;40825;40707;40379;40380;0,8:13,12:46,73409,880.908,0,0.0,200,1080.908,0
173,DP0174,1,0;40103;40166;40446;40482;0,8:21,12:31,80699,968.388,0,8.0,200,1184.788,0
174,DP0175,1,0;40719;40891;40063;40271;0,8:28,12:59,60477,725.724,0,5.6000000000000005,200,942.5240000000001,0
175,DP0176,1,0;40734;40056;40631;40575;0,8:14,12:18,69310,831.72,0,0.0,200,1032.12,0
176,DP0177,1,0;40921;40565;40934;40234;0,8:13,11:50,62506,750.072,0,0.0,200,950.072,0
177,DP0178,1,0;40662;40246;40629;40196;0,8:6,11:46,60273,723.2760000000001,0,0.0,200,923.2760000000001,0
178,DP0179,1,0;40885;40634;40817;40697;0,8:0,12:8,68671,824.052,0,0.0,200,1024.0520000000001,0
179,DP0180,1,0;40353;40923;40649;41144;0,8:1,14:14,61889,742.668,0,47.6,200,990.6680000000001,0
180,DP0181,1,0;40008;40262;40748;41199;0,8:10,13:57,82957,995.484,0,32.0,200,1231.484,0
181,DP0182,1,0;40685;40272;40044;41078;0,8:8,14:4,78695,944.34,0,33.6,200,1181.1399999999999,0
182,DP0183,1,0;40339;40894;40924;40573;41219;0,8:2,12:53,105715,1268.58,50,0.0,200,1518.5800000000002,1
183,DP0184,1,0;40394;40821;40333;41135;0,8:9,14:48,80788,969.456,0,44.400000000000006,200,1217.4560000000001,0
184,DP0185,1,0;40317;40827;40417;40853;0,8:13,12:44,70528,846.336,0,0.0,200,1046.336,0
185,DP0186,1,0;40108;40102;40413;40985;0,8:0,12:13,69017,828.2040000000001,0,0.0,200,1028.204,0
186,DP0187,1,0;40185;40555;40840;41067;41277;0,8:19,16:33,136189,1634.268,50,45.6,200,1937.468,1
187,DP0188,1,0;40939;40755;40558;40625;0,8:14,12:16,60596,727.152,0,0.0,200,927.152,0
188,DP0189,1,0;40797;40538;40871;40405;0,8:5,12:16,69325,831.9,0,0.0,200,1031.9,0
189,DP0190,1,0;40785;40583;40227;41137;41255;0,8:14,14:57,95084,1141.008,50,54.0,200,1450.6080000000002,1
190,DP0191,1,0;40882;40731;40465;40500;0,8:20,12:1,71948,863.376,0,0.0,200,1063.376,0
191,DP0192,1,0;40695;40018;40805;40275;0,8:21,12:16,71976,863.712,0,0.0,200,1063.712,0
192,DP0193,1,0;40766;40025;40816;40387;0,8:7,11:59,59848,718.176,0,2.8000000000000003,200,923.7760000000001,0
193,DP0194,1,0;40536;40867;40616;40677;0,8:2,13:2,85356,1024.272,0,0.0,200,1224.272,0
194,DP0195,1,0;40650;40240;40192;40531;0,8:19,12:2,69331,831.972,0,0.0,200,1038.372,0
195,DP0196,1,0;40926;40773;40255;40925;0,8:15,12:50,78805,945.66,0,7.2,200,1158.8600000000001,0
196,DP0197,1,0;40257;40390;40830;40217;0,8:26,12:38,69015,828.1800000000001,0,1.6,200,1040.18,0
197,DP0198,1,0;40993;40691;40946;41066;0,9:9,15:16,62086,745.032,0,47.6,200,1020.232,0
198,DP0199,1,0;40453;40131;40205;40361;0,8:21,12:20,50123,601.476,0,0.0,200,801.4760000000001,0
199,DP0200,1,0;40886;40250;41131;41107;0,8:47,15:48,86225,1034.7,0,58.800000000000004,200,1293.5,0
200,DP0201,1,0;40228;40136;40098;40715;0,8:0,12:21,63037,756.444,0,10.4,200,966.844,0
201,DP0202,1,0;40518;40053;40037;40130;0,8:17,12:43,74509,894.1080000000001,0,7.2,200,1108.1080000000002,0
202,DP0203,1,0;40801;40064;40119;40187;0,8:39,12:49,81839,982.068,0,0.0,200,1182.068,0
203,DP0204,1,0;40321;40443;40039;41115;0,8:9,14:54,75856,910.272,0,58.0,200,1171.872,0
204,DP0205,1,0;40664;40759;40328;40374;0,8:7,11:57,56311,675.732,0,0.0,200,875.732,0
205,DP0206,1,0;40301;40089;40485;40841;0,8:22,12:42,99681,1196.172,0,0.0,200,1396.172,0
206,DP0207,1,0;40963;40742;40507;40477;41217;41151;0,8:34,16:51,154813,1857.756,50,54.0,200,2175.3559999999998,1
207,DP0208,1,0;40997;40419;40481;40933;0,8:15,11:35,49231,590.772,0,0.0,200,790.772,0
208,DP0209,1,0;40180;40284;40726;40451;0,8:2,11:46,96451,1157.412,0,0.0,200,1357.412,0
209,DP0210,1,0;40195;40110;40666;41019;0,8:5,14:44,66978,803.736,0,63.2,200,1066.9360000000001,0
210,DP0211,1,0;40403;40341;40147;40384;0,8:44,12:41,50434,605.208,0,0.0,200,810.808,0
211,DP0212,1,0;40038;40585;40175;40117;0,8:1,11:37,55437,665.244,0,0.0,200,865.244,0
212,DP0213,1,0;40326;40648;41156;41100;0,8:46,16:8,47457,569.484,0,89.60000000000001,200,859.0840000000001,0
213,DP0214,1,0;40300;40910;40178;40491;0,8:5,11:25,48196,578.352,0,0.4,200,780.752,0
214,DP0215,1,0;40359;40065;40624;40863;0,8:44,12:38,42382,508.584,0,1.6,200,727.784,0
215,DP0216,1,0;40254;40789;41071;41155;0,8:26,16:10,63112,757.344,0,98.4,200,1055.7440000000001,0
216,DP0217,1,0;40017;40169;40268;40360;0,8:19,12:33,68310,819.72,0,0.0,200,1026.92,0
217,DP0218,1,0;40247;40568;40441;40864;0,8:18,11:45,39439,473.26800000000003,0,0.0,200,676.868,0
218,DP0219,1,0;40061;40656;40070;40354;0,8:33,12:24,49957,599.484,0,5.6000000000000005,200,818.284,0
219,DP0220,1,0;40206;40342;40140;40295;0,8:17,11:40,36425,437.1,0,0.0,200,637.1,0
220,DP0221,1,0;40579;40174;40641;40737;0,8:2,11:30,51787,621.444,0,0.0,200,821.444,0
221,DP0222,1,0;40812;40459;40324;40757;0,8:33,12:27,49696,596.352,0,0.0,200,803.552,0
222,DP0223,1,0;40154;40153;40093;40312;0,8:28,11:38,49446,593.352,0,0.0,200,793.352,0
223,DP0224,1,0;40570;40987;40046;40488;0,8:20,11:25,35590,427.08,0,0.0,200,632.28,0
