,trans_code,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
63,DP0064,1,0;30613;30339;31094;30085;31339;0,8:7,13:27,112582,1350.984,50,0.0,200,1602.584,1
64,DP0065,1,0;30247;31088;30112;30023;31384;0,8:30,14:9,112572,1350.864,50,0.0,200,1612.064,1
65,DP0066,1,0;30752;30439;30614;31145;31388;0,8:4,16:21,109439,1313.268,50,79.2,200,1644.0680000000002,1
66,DP0067,1,0;30582;30202;30172;30398;31328;0,8:39,14:3,114499,1373.988,50,5.6000000000000005,200,1645.188,1
67,DP0068,2,0;30632;30156;30099;30787;0,8:5,12:38,109047,1526.6580000000001,0,0.0,300,1826.658,0
68,DP0069,1,0;30104;30463;30151;30739;31328;0,8:39,13:41,109768,1317.2160000000001,50,0.0,200,1568.4160000000002,1
69,DP0070,1,0;30363;30303;30941;30626;31391;0,8:2,13:45,117466,1409.592,50,0.0,200,1659.592,1
70,DP0071,1,0;30001;30194;30852;30716;31359;0,8:25,13:24,122102,1465.224,50,0.0,200,1715.2240000000002,1
71,DP0072,1,0;30432;30672;30729;30302;31315;0,8:0,13:53,117256,1407.0720000000001,50,0.0,200,1657.0720000000001,1
72,DP0073,1,0;30586;30769;30962;31031;30766;31370;31108;31148;0,8:7,15:27,154937,1859.2440000000001,50,0.0,200,2109.2439999999997,1
73,DP0074,1,0;30863;30793;30028;31109;31359;0,8:30,17:8,138273,1659.276,50,80.80000000000001,200,2002.076,1
74,DP0075,1,0;30597;30213;30922;31168;31124;31152;31347;0,8:25,17:59,134963,1619.556,50,80.80000000000001,200,1950.3559999999998,1
75,DP0076,1,0;30738;31071;30911;30646;31081;31282;31260;31110;31384;0,8:12,18:9,137693,1652.316,50,20.8,200,1927.9159999999997,1
76,DP0077,2,0;30675;30564;30207;31085;0,9:0,13:30,111124,1555.736,0,0.0,300,1862.136,0
77,DP0078,1,0;31044;31023;30869;30452;31366;0,8:3,14:9,112206,1346.472,50,17.2,200,1614.8719999999998,1
78,DP0079,1,0;30200;30405;31000;31259;31312;0,8:55,16:52,123885,1486.6200000000001,50,54.400000000000006,200,1813.02,1
79,DP0080,1,0;30533;30269;30640;30709;31183;31194;31312;0,8:3,16:22,131616,1579.392,50,37.2,200,1867.792,1
80,DP0081,1,0;30153;30786;30048;30635;0,8:4,12:48,97859,1174.308,0,16.0,200,1391.9080000000001,0
81,DP0082,1,0;31050;30839;30874;30018;0,8:7,12:6,94600,1135.2,0,0.0,200,1335.2,0
82,DP0083,1,0;30082;30854;30126;30867;0,9:2,13:13,98126,1177.512,0,0.0,200,1394.312,0
83,DP0084,1,0;30257;30149;30889;31111;0,8:0,15:5,99855,1198.26,0,57.2,200,1455.46,0
84,DP0085,1,0;30142;30845;30583;30281;31315;0,8:8,14:7,123691,1484.2920000000001,50,0.0,200,1736.292,1
85,DP0086,1,0;30165;30478;30467;31299;0,9:8,14:51,99332,1191.984,0,34.800000000000004,200,1453.984,0
86,DP0087,1,0;30010;30774;31072;31288;31388;0,8:3,15:23,105530,1266.3600000000001,50,54.800000000000004,200,1572.3600000000001,1
87,DP0088,1,0;30715;30897;30919;31091;0,8:20,12:18,91775,1101.3,0,0.0,200,1301.3,0
88,DP0089,1,0;30185;31052;30696;30543;0,8:9,12:1,99310,1191.72,0,0.0,200,1391.72,0
89,DP0090,1,0;30870;30967;30252;31225;0,8:55,15:23,96919,1163.028,0,56.800000000000004,200,1441.828,0
90,DP0091,1,0;30110;30637;30573;30066;0,8:37,12:20,89512,1074.144,0,0.0,200,1279.344,0
91,DP0092,1,0;30108;30530;30721;30043;0,8:3,12:2,93837,1126.044,0,0.0,200,1326.0439999999999,0
92,DP0093,1,0;30688;30562;30580;30316;0,8:29,12:20,96780,1161.3600000000001,0,0.0,200,1361.3600000000001,0
93,DP0094,1,0;30592;30773;30928;31159;0,8:15,15:23,99383,1192.596,0,73.60000000000001,200,1472.196,0
94,DP0095,1,0;30860;30332;30604;30601;0,8:33,12:40,92753,1113.036,0,0.0,200,1319.036,0
95,DP0096,1,0;30660;30763;30476;31201;0,8:7,14:53,97029,1164.348,0,68.4,200,1435.5480000000002,0
96,DP0097,1,0;30079;30117;30875;31106;31312;0,8:1,16:19,103380,1240.56,50,66.8,200,1557.7600000000002,1
97,DP0098,1,0;31032;31089;30495;30177;31189;31303;0,8:26,16:18,124411,1492.932,50,34.4,200,1787.732,1
98,DP0099,1,0;30658;30127;30548;30471;0,8:4,12:52,98903,1186.836,0,9.600000000000001,200,1398.036,0
99,DP0100,1,0;31049;31035;30078;30241;0,9:16,13:5,88785,1065.42,0,0.0,200,1291.82,0
100,DP0101,1,0;31009;30862;30005;31012;0,8:8,13:27,93175,1118.1000000000001,0,17.6,200,1338.9,0
101,DP0102,1,0;30998;30821;31114;31232;0,8:1,16:57,98168,1178.016,0,103.2,200,1481.2160000000001,0
102,DP0103,1,0;30684;30639;31173;31170;0,8:3,16:32,98862,1186.344,0,92.80000000000001,200,1479.1440000000002,0
103,DP0104,1,0;30829;30466;30029;30997;0,8:0,11:30,68880,826.5600000000001,0,0.0,200,1026.56,0
104,DP0105,1,0;30304;30243;30097;30116;0,8:11,12:22,99873,1198.476,0,0.0,200,1398.476,0
105,DP0106,1,0;30251;30596;30152;30237;0,8:1,11:59,95858,1150.296,0,0.0,200,1350.296,0
106,DP0107,1,0;30140;30567;31078;30370;0,8:22,12:19,96740,1160.88,0,0.0,200,1362.88,0
107,DP0108,1,0;30300;30266;30253;30145;0,8:37,12:36,98778,1185.336,0,0.0,200,1385.336,0
108,DP0109,1,0;30648;30655;30768;30143;0,8:35,13:18,93192,1118.304,0,0.0,200,1323.104,0
109,DP0110,1,0;30963;30846;30055;30571;0,8:16,12:50,92193,1106.316,0,0.8,200,1313.516,0
110,DP0111,1,0;30772;30857;31017;31276;0,8:56,15:42,93913,1126.9560000000001,0,44.400000000000006,200,1393.7559999999999,0
111,DP0112,1,0;31064;30102;30049;31058;0,8:10,12:29,97000,1164.0,0,9.200000000000001,200,1377.2,0
112,DP0113,1,0;30606;30404;30186;30205;0,8:20,12:51,86839,1042.068,0,14.8,200,1264.868,0
113,DP0114,1,0;30674;30521;31222;31226;31347;0,8:9,16:15,108024,1296.288,50,77.60000000000001,200,1623.888,1
114,DP0115,1,0;31046;30581;30685;30620;0,8:7,11:52,85448,1025.376,0,0.0,200,1225.376,0
115,DP0116,1,0;30841;30008;30128;30144;31379;0,8:0,14:1,127682,1532.184,50,0.0,200,1782.1840000000002,1
116,DP0117,1,0;30824;30894;30745;30384;0,8:47,12:43,85861,1030.332,0,0.0,200,1247.5320000000002,0
117,DP0118,1,0;30009;30638;30367;30527;0,8:35,12:19,90291,1083.492,0,0.0,200,1284.692,0
118,DP0119,1,0;30993;30045;30666;30067;0,8:6,11:47,85441,1025.292,0,0.0,200,1225.292,0
119,DP0120,1,0;30933;30277;30461;30359;0,8:1,11:46,91264,1095.1680000000001,0,0.0,200,1295.1680000000001,0
120,DP0121,1,0;30441;30440;30060;30654;0,8:41,13:5,97082,1164.984,0,6.800000000000001,200,1388.1840000000002,0
121,DP0122,1,0;30676;30227;30437;31056;0,8:52,12:47,88516,1062.192,0,2.8000000000000003,200,1285.792,0
122,DP0123,1,0;30031;30814;31073;30807;0,8:39,12:46,99894,1198.728,0,0.0,200,1403.128,0
123,DP0124,1,0;30917;30694;30974;30323;0,8:14,12:20,97544,1170.528,0,0.0,200,1376.128,0
124,DP0125,1,0;30591;30380;31063;30507;0,8:9,11:43,78057,936.684,0,0.0,200,1136.684,0
125,DP0126,1,0;30210;30313;30976;30990;0,8:53,12:24,74095,889.14,0,0.0,200,1109.94,0
126,DP0127,1,0;30244;30649;31098;30016;0,8:18,11:56,76395,916.74,0,0.0,200,1116.74,0
127,DP0128,1,0;31030;30948;30781;30572;0,8:18,12:0,81620,979.44,0,0.0,200,1185.44,0
128,DP0129,1,0;31055;30174;30730;30203;0,8:22,12:41,84022,1008.264,0,9.600000000000001,200,1226.664,0
129,DP0130,1,0;30549;30992;31100;31060;0,8:4,12:42,97838,1174.056,0,12.8,200,1388.456,0
130,DP0131,1,0;30475;30515;30056;30042;0,8:3,11:42,77177,926.124,0,0.0,200,1126.124,0
131,DP0132,1,0;31014;30024;30756;30294;0,8:23,12:41,71493,857.916,0,20.400000000000002,200,1087.516,0
132,DP0133,1,0;30192;30273;30059;30831;0,8:7,12:0,78883,946.596,0,0.0,200,1146.596,0
133,DP0134,1,0;30285;30602;30887;30105;0,8:18,12:3,90016,1080.192,0,0.0,200,1281.792,0
134,DP0135,1,0;30166;30534;30065;31172;0,8:11,15:44,94175,1130.1000000000001,0,79.60000000000001,200,1410.5,0
135,DP0136,1,0;30890;30483;30506;30590;0,9:13,13:8,75754,909.048,0,0.0,200,1125.448,0
136,DP0137,1,0;30375;30015;30218;30267;0,8:46,12:41,81006,972.072,0,8.8,200,1199.2720000000002,0
137,DP0138,1,0;30361;30643;30271;30619;0,8:0,12:1,98046,1176.5520000000001,0,0.0,200,1376.5520000000001,0
138,DP0139,1,0;31054;30408;31087;30402;0,8:47,12:12,74972,899.664,0,0.0,200,1099.664,0
139,DP0140,2,0;30225;30850;30585;30114;0,8:20,12:25,91801,1285.214,0,0.0,300,1586.8139999999999,0
140,DP0141,1,0;30406;30797;30881;30642;0,8:49,12:7,63036,756.432,0,0.0,200,975.6320000000001,0
141,DP0142,1,0;30915;30019;30628;30423;0,8:3,12:39,80088,961.056,0,5.6000000000000005,200,1167.856,0
142,DP0143,1,0;30905;30798;30450;30290;0,8:6,12:11,73667,884.004,0,11.600000000000001,200,1098.004,0
143,DP0144,1,0;31062;30098;30295;30989;0,8:11,12:17,99978,1199.736,0,1.2000000000000002,200,1405.336,0
144,DP0145,1,0;30599;30026;30095;30091;0,8:24,12:14,64669,776.028,0,6.4,200,992.028,0
145,DP0146,1,0;30070;30347;30162;30161;0,8:17,12:16,84568,1014.816,0,4.4,200,1226.016,0
146,DP0147,1,0;30259;30084;30445;30577;0,8:22,11:55,74280,891.36,0,0.0,200,1098.96,0
147,DP0148,1,0;31016;30657;30611;30934;0,8:15,12:15,79424,953.088,0,0.0,200,1153.0880000000002,0
148,DP0149,1,0;30160;30096;30284;31006;0,8:17,11:25,61299,735.588,0,0.0,200,941.9879999999999,0
149,DP0150,1,0;30979;30722;30013;31153;0,8:22,15:41,75687,908.244,0,88.4,200,1205.444,0
150,DP0151,1,0;30368;30913;30275;30732;0,8:6,12:12,99067,1188.804,0,0.0,200,1390.804,0
151,DP0152,2,0;30746;30038;31156;31218;0,9:18,16:22,81189,1136.646,0,83.60000000000001,300,1520.246,0
152,DP0153,1,0;30796;30795;30966;30866;0,8:2,11:53,71221,854.652,0,0.0,200,1054.652,0
153,DP0154,1,0;30187;30196;30324;30216;0,8:19,11:36,62363,748.356,0,0.0,200,954.356,0
154,DP0155,1,0;30677;30081;30175;30234;0,8:22,11:40,63585,763.02,0,0.0,200,969.42,0
155,DP0156,1,0;30135;30012;30775;30444;0,8:25,11:56,72442,869.304,0,0.0,200,1069.304,0
156,DP0157,1,0;30330;31082;31021;30318;0,8:42,12:5,64568,774.816,0,0.0,200,974.816,0
157,DP0158,1,0;30077;30407;30221;30155;0,8:23,11:56,76997,923.964,0,0.0,200,1125.964,0
158,DP0159,1,0;30687;30783;30006;30141;30125;31339;31298;31164;0,8:19,16:46,156006,1872.0720000000001,50,20.400000000000002,200,2142.472,1
159,DP0160,1,0;30977;30803;30030;30816;0,8:9,12:21,85122,1021.464,0,0.0,200,1221.464,0
160,DP0161,1,0;30360;31041;30708;30741;0,8:22,12:20,72144,865.7280000000001,0,0.0,200,1068.128,0
161,DP0162,1,0;30409;30531;30033;30553;0,8:13,11:41,65950,791.4,0,0.0,200,994.2,0
162,DP0163,1,0;31053;30401;30653;31228;0,8:8,15:6,98214,1178.568,0,71.2,200,1452.9679999999998,0
163,DP0164,1,0;30594;30802;30297;30901;0,8:24,12:15,74853,898.236,0,3.6,200,1111.4360000000001,0
164,DP0165,1,0;30430;30365;30438;30448;0,8:16,11:31,66884,802.6080000000001,0,0.0,200,1002.608,0
165,DP0166,2,0;30150;30673;30348;31207;0,8:0,14:33,98239,1375.346,0,51.6,300,1726.946,0
166,DP0167,1,0;30930;30236;30569;30340;0,8:0,11:53,95096,1141.152,0,0.0,200,1341.152,0
167,DP0168,1,0;30949;30876;30833;30703;0,8:24,12:53,72223,866.676,0,1.2000000000000002,200,1077.476,0
168,DP0169,1,0;30896;30665;30704;30420;0,8:28,12:14,64785,777.4200000000001,0,7.6000000000000005,200,996.22,0
169,DP0170,1,0;31043;31020;30109;31296;0,8:52,14:47,74278,891.336,0,51.6,200,1155.736,0
170,DP0171,1,0;30622;31092;30115;31093;0,8:31,12:28,61749,740.988,0,0.0,200,941.388,0
171,DP0172,1,0;30528;30587;30022;31135;0,8:26,13:56,68641,823.692,0,48.800000000000004,200,1082.892,0
172,DP0173,1,0;30041;30191;31074;30603;0,8:33,12:0,60338,724.056,0,0.0,200,925.2560000000001,0
173,DP0174,1,0;30487;30345;30354;31157;0,8:19,15:10,81599,979.188,0,77.60000000000001,200,1256.788,0
174,DP0175,1,0;30825;30588;30574;30681;0,8:19,11:57,67456,809.472,0,0.0,200,1009.472,0
175,DP0176,1,0;30754;30647;30053;31339;31264;31233;0,8:21,16:4,143945,1727.3400000000001,50,26.0,200,2003.3400000000001,1
176,DP0177,1,0;30278;30328;30952;30171;0,8:23,12:12,80169,962.028,0,0.0,200,1162.028,0
177,DP0178,1,0;30468;30714;30381;31284;0,8:15,15:2,87349,1048.188,0,58.0,200,1310.9879999999998,0
178,DP0179,1,0;30691;30379;30877;31219;0,8:13,14:3,82981,995.772,0,50.0,200,1250.9720000000002,0
179,DP0180,1,0;30916;30958;30806;31079;0,8:10,11:38,56686,680.232,0,0.0,200,880.232,0
180,DP0181,1,0;30728;30629;30035;30254;0,8:0,11:35,79905,958.86,0,0.0,200,1158.8600000000001,0
181,DP0182,1,0;30497;31011;30139;30133;0,8:25,11:44,54693,656.316,0,0.0,200,856.316,0
182,DP0183,1,0;30233;30593;30170;30454;0,8:5,11:28,67489,809.868,0,0.0,200,1009.868,0
183,DP0184,1,0;31034;30130;30193;30219;0,8:58,12:22,59756,717.072,0,0.0,200,927.8720000000001,0
184,DP0185,1,0;30283;30286;30659;30883;0,8:25,11:36,59629,715.548,0,0.0,200,915.548,0
185,DP0186,1,0;30089;30983;30433;30689;0,8:10,11:39,64897,778.764,0,0.0,200,978.764,0
186,DP0187,1,0;30157;30819;30969;31122;0,8:23,14:14,60057,720.684,0,54.400000000000006,200,983.484,0
187,DP0188,1,0;30307;30245;30560;31297;31379;0,8:19,16:39,139329,1671.948,50,40.800000000000004,200,1970.348,1
188,DP0189,1,0;30306;30923;30228;30880;0,8:14,12:8,88882,1066.584,0,0.0,200,1266.584,0
189,DP0190,1,0;30496;30087;30197;30843;0,8:16,11:40,59078,708.936,0,0.0,200,908.936,0
190,DP0191,1,0;30932;31013;30350;30342;0,8:6,11:31,66460,797.52,0,0.0,200,997.52,0
191,DP0192,1,0;31025;30182;30119;30443;0,8:56,12:11,57670,692.04,0,0.0,200,900.04,0
192,DP0193,1,0;30526;30337;30578;30959;0,8:20,12:2,70611,847.332,0,0.0,200,1047.3319999999999,0
193,DP0194,1,0;30083;30725;30503;31003;0,8:18,11:51,56522,678.264,0,0.0,200,881.864,0
194,DP0195,1,0;30460;30955;30758;30494;0,8:0,11:30,61521,738.2520000000001,0,3.2,200,941.452,0
195,DP0196,1,0;31002;30399;30184;30625;0,8:9,11:29,55062,660.744,0,0.0,200,860.744,0
196,DP0197,1,0;30434;30248;30986;30352;0,8:57,12:4,56991,683.892,0,0.0,200,903.892,0
197,DP0198,1,0;30513;30491;30978;30080;0,8:52,12:31,56937,683.244,0,0.0,200,903.644,0
198,DP0199,1,0;30311;30751;30765;30510;0,8:27,11:31,49403,592.836,0,0.0,200,792.836,0
199,DP0200,1,0;30757;30335;30707;30238;0,8:24,11:58,57667,692.004,0,7.6000000000000005,200,909.204,0
200,DP0201,1,0;30679;31029;30982;30662;0,8:25,11:51,55623,667.476,0,0.0,200,867.476,0
201,DP0202,1,0;30057;30298;30760;30338;0,8:28,11:36,53184,638.208,0,0.0,200,847.408,0
202,DP0203,2,0;30346;30103;30036;31139;0,8:2,13:58,98179,1374.506,0,47.2,300,1722.506,0
203,DP0204,1,0;30780;30480;30733;30474;0,8:1,12:23,49537,594.444,0,30.8,200,825.644,0
204,DP0205,1,0;30621;30069;30954;30419;0,8:30,11:44,54012,648.144,0,0.0,200,848.144,0
205,DP0206,1,0;30764;30524;31015;30374;0,8:20,11:55,55722,668.664,0,10.4,200,887.064,0
206,DP0207,1,0;30173;30217;30169;30940;0,8:1,12:12,52143,625.716,0,21.200000000000003,200,847.316,0
207,DP0208,1,0;30749;30723;30198;31103;0,8:55,14:24,55751,669.0120000000001,0,51.6,200,939.412,0
208,DP0209,1,0;30120;30750;30329;30469;0,8:58,12:12,53236,638.832,0,0.0,200,860.8320000000001,0
209,DP0210,1,0;30146;30907;31065;31097;0,8:4,11:27,55939,671.268,0,0.0,200,871.268,0
210,DP0211,1,0;30608;30950;30449;30888;0,8:23,11:44,51464,617.568,0,0.0,200,824.368,0
211,DP0212,1,0;30075;30305;30929;30435;0,8:18,11:32,53432,641.184,0,0.0,200,846.384,0
212,DP0213,1,0;30686;30394;30021;30256;0,8:20,11:49,60278,723.336,0,0.0,200,923.336,0
213,DP0214,1,0;30734;30122;30039;31019;0,8:3,11:57,45289,543.468,0,23.6,200,767.068,0
214,DP0215,2,0;30736;31070;30520;31116;0,8:22,13:57,51991,727.874,0,54.400000000000006,300,1091.074,0
215,DP0216,1,0;30898;30386;30422;31231;0,8:27,16:21,72014,864.168,0,100.0,200,1168.968,0
216,DP0217,1,0;30682;30742;30920;31048;0,8:28,11:35,48662,583.944,0,0.0,200,791.144,0
217,DP0218,1,0;30486;30557;30093;31127;0,8:56,15:26,51646,619.7520000000001,0,79.2,200,921.3520000000001,0
218,DP0219,1,0;30842;30735;30074;30809;0,8:22,11:56,57861,694.332,0,0.0,200,894.332,0
219,DP0220,1,0;30838;30071;30727;30490;0,8:12,11:24,48755,585.0600000000001,0,0.0,200,785.06,0
220,DP0221,1,0;30563;30835;30369;30519;0,8:58,12:4,50484,605.808,0,0.0,200,825.808,0
221,DP0222,1,0;30801;30215;30830;31149;0,8:32,14:23,52684,632.208,0,65.60000000000001,200,897.808,0
222,DP0223,1,0;30310;30121;30136;30800;0,8:0,11:31,56304,675.648,0,5.6000000000000005,200,881.248,0
223,DP0224,1,0;30289;30669;30778;30464;0,8:22,12:2,53864,646.368,0,0.0,200,852.368,0
224,DP0225,1,0;31018;31022;30293;30004;0,8:2,11:31,54905,658.86,0,5.6000000000000005,200,865.26,0
