,vehicle_type,dist_seq,distribute_lea_tm,distribute_arr_tm,distance,trans_cost,charge_cost,wait_cost,fixed_use_cost,total_cost,charge_cnt
26,1,0;10707;10465;11040;10195;0,8:5,12:18,35060,420.72,0,22.400000000000002,200,645.12,0
27,1,0;10397;10383;10015;11313;11392;11429;0,8:44,15:33,82190,986.28,0,35.6,200,1221.88,0
28,1,0;10035;10988;10914;10153;10134;0,8:22,12:15,44838,538.056,0,0.0,200,738.056,0
29,1,0;11118;10203;10487;11241;0,8:37,11:57,28339,340.068,0,11.600000000000001,200,551.668,0
30,1,0;10851;10972;10367;11117;0,8:2,10:49,27998,335.976,0,0.0,200,536.376,0
31,1,0;10723;10288;10364;10393;0,8:1,10:51,27768,333.216,0,0.0,200,533.216,0
32,1,0;10993;10204;10725;11150;0,8:41,11:37,25183,302.196,0,0.0,200,502.196,0
33,1,0;10031;10808;10662;10593;0,8:8,11:23,37750,453.0,0,0.0,200,653.0,0
34,1,0;10317;10656;10408;10081;0,8:34,11:46,27317,327.80400000000003,0,0.0,200,527.804,0
35,1,0;10333;10477;10573;10095;0,8:1,10:50,28854,346.248,0,0.0,200,546.248,0
36,1,0;10516;10824;10183;10980;0,8:7,10:56,26713,320.556,0,0.0,200,520.556,0
37,1,0;10150;10912;10795;10532;0,9:12,11:55,20773,249.276,0,0.0,200,464.876,0
38,1,0;10143;10075;11072;11531;11474;11413;0,8:20,15:26,95623,1147.476,50,44.400000000000006,200,1441.876,1
39,1,0;10065;10092;11173;10047;0,8:12,10:54,23084,277.008,0,0.0,200,478.20799999999997,0
40,1,0;10971;10309;10334;11070;11301;0,8:1,14:54,45250,543.0,0,73.2,200,816.2,0
41,1,0;10205;10130;11000;11244;0,8:8,11:31,51786,621.432,0,0.0,200,823.832,0
42,1,0;10845;10835;10200;10479;0,9:17,12:9,24604,295.248,0,0.0,200,497.248,0
43,1,0;10886;10460;10522;10489;0,8:11,11:25,23246,278.952,0,9.600000000000001,200,492.952,0
44,1,0;10468;10388;10852;10692;0,9:14,12:4,26654,319.848,0,0.0,200,544.648,0
45,1,0;10473;11166;10291;11032;0,8:4,10:48,23202,278.424,0,0.0,200,478.824,0
46,1,0;10498;10007;10570;10721;0,8:3,12:10,35494,425.928,0,20.8,200,646.7280000000001,0
47,1,0;10294;10088;10472;10398;0,8:4,11:17,32108,385.296,0,6.4,200,593.296,0
48,1,0;10615;10023;10985;10501;0,8:2,11:23,29150,349.8,0,8.4,200,559.0,0
49,1,0;10631;10717;10348;10164;0,8:2,11:34,43369,520.428,0,1.6,200,722.828,0
50,1,0;10889;10767;11231;10978;0,8:30,11:20,26862,322.344,0,0.0,200,522.344,0
51,1,0;10627;11057;10929;11277;0,10:0,12:46,21662,259.944,0,0.0,200,475.944,0
52,1,0;11131;10220;10089;10425;0,8:18,11:4,21823,261.87600000000003,0,0.0,200,461.87600000000003,0
53,1,0;10226;10585;10240;10293;0,8:44,11:37,20084,241.008,0,0.0,200,455.408,0
54,1,0;10580;10279;10359;11129;0,8:49,11:21,14192,170.304,0,0.0,200,370.304,0
55,1,0;10960;10636;10039;10048;0,8:21,11:57,20502,246.024,0,21.200000000000003,200,467.224,0
56,1,0;10461;10609;10442;11192;0,8:58,11:41,7742,92.904,0,8.8,200,301.704,0
57,1,0;10944;11261;10059;10544;10618;10010;0,8:6,12:46,69220,830.64,0,0.0,200,1030.6399999999999,0
58,1,0;10018;10055;10777;10507;0,8:20,10:58,16427,197.124,0,0.0,200,397.124,0
59,1,0;11063;11279;11090;10267;10938;11332;11476;0,8:0,16:29,94257,1131.084,0,66.4,200,1397.484,0
60,1,0;10062;11267;11006;10735;11002;11486;11343;0,8:19,15:40,86009,1032.108,0,48.800000000000004,200,1288.508,0
61,1,0;10511;10681;10936;10534;11312;11388;0,8:15,15:36,85048,1020.576,0,58.400000000000006,200,1278.976,0
62,1,0;10360;11292;10319;10209;0,8:37,12:36,63653,763.836,0,0.0,200,971.0360000000001,0
63,1,0;10789;10632;10492;10769;10212;11345;11354;0,8:22,15:3,88774,1065.288,0,30.400000000000002,200,1304.488,0
64,1,0;10651;11025;10310;10301;11190;0,8:5,12:30,68161,817.932,0,0.0,200,1017.932,0
65,1,0;10428;10922;10162;11075;10541;10266;0,8:10,13:16,80130,961.5600000000001,0,0.0,200,1161.56,0
66,1,0;11122;10166;10736;10145;0,8:24,11:50,60803,729.636,0,0.0,200,936.836,0
67,1,0;11030;10328;10738;10940;10299;0,8:28,12:47,70704,848.448,0,0.0,200,1048.4479999999999,0
68,2,0;11008;10216;10700;10658;0,8:17,11:42,64272,899.808,0,0.0,300,1205.408,0
69,1,0;10197;10682;10234;10379;10235;0,8:23,12:44,72304,867.648,0,0.0,200,1076.4479999999999,0
70,1,0;10478;10759;10258;10587;0,8:43,12:25,61047,732.564,0,0.0,200,948.564,0
71,1,0;10008;11152;11294;10694;0,8:29,12:8,60813,729.756,0,0.0,200,940.156,0
72,1,0;11058;10436;10297;11046;0,8:15,11:44,65958,791.496,0,0.0,200,991.496,0
73,1,0;11049;10340;11293;10529;11364;0,8:1,15:6,87459,1049.508,0,52.800000000000004,200,1302.708,0
74,1,0;10104;10704;10557;11080;0,8:23,11:34,59996,719.952,0,0.0,200,919.952,0
75,1,0;10843;10287;10276;10539;11395;11507;11366;11466;0,8:5,16:2,120760,1449.1200000000001,50,21.6,200,1720.72,1
76,1,0;11053;10349;11283;10653;0,8:16,11:40,62273,747.2760000000001,0,0.0,200,951.2760000000001,0
77,1,0;10871;10285;10572;11164;11456;11457;0,8:51,15:29,76053,912.636,0,48.400000000000006,200,1161.036,0
78,1,0;10622;10976;10528;10784;10353;0,8:45,12:41,68813,825.756,0,0.0,200,1025.756,0
79,1,0;10374;10284;10833;10034;0,8:11,11:37,63340,760.08,0,0.0,200,960.08,0
80,1,0;10227;10368;10013;10598;0,8:28,11:49,64613,775.356,0,0.0,200,975.356,0
81,1,0;10339;10530;10554;10251;10170;10316;11493;11361;11531;0,8:11,16:23,111207,1334.484,50,30.8,200,1619.684,1
82,1,0;10716;11026;10024;10610;0,8:3,11:49,66335,796.02,0,0.0,200,996.02,0
83,1,0;10386;11220;10942;11086;10254;0,8:24,12:19,65593,787.116,0,0.0,200,987.116,0
84,1,0;10939;10098;11154;10417;0,8:4,11:54,65367,784.404,0,0.0,200,984.404,0
85,1,0;10872;11162;10923;10179;10109;11281;11478;11308;11556;0,8:14,14:57,96501,1158.012,50,0.0,200,1408.012,1
86,1,0;10822;10370;11205;11342;11367;0,8:19,14:39,81782,981.384,0,34.800000000000004,200,1216.184,0
87,1,0;10151;10025;10741;10041;11385;11310;0,8:8,14:30,76994,923.928,0,17.6,200,1141.528,0
88,1,0;10199;10772;10966;10163;10780;11323;11351;11533;0,8:0,15:21,102213,1226.556,50,17.2,200,1493.7559999999999,1
89,1,0;10773;10198;10804;10753;0,8:20,12:1,65075,780.9,0,0.8,200,989.7,0
90,1,0;10322;10300;11268;10543;11235;0,8:26,12:57,68855,826.26,0,0.0,200,1026.26,0
91,1,0;10445;10649;10885;10641;0,8:28,11:38,55962,671.544,0,0.0,200,878.744,0
92,1,0;11065;11259;10947;10884;0,8:17,11:36,55932,671.184,0,0.0,200,871.184,0
93,1,0;10984;10905;10828;11059;0,8:38,12:3,58732,704.784,0,0.0,200,917.5840000000001,0
94,1,0;11001;10831;10236;10091;10664;0,8:12,12:31,77082,924.984,0,0.0,200,1124.984,0
95,1,0;10611;11234;10708;10106;0,8:21,12:40,59831,717.972,0,10.8,200,937.172,0
96,1,0;10083;10613;11178;10556;0,8:4,11:36,63189,758.268,0,0.0,200,958.268,0
97,1,0;11140;10303;10634;10994;11497;0,8:4,13:54,66234,794.808,0,41.6,200,1038.008,0
98,1,0;10471;11228;10261;10968;10054;10275;11379;11356;11405;11508;0,8:0,17:0,137037,1644.444,50,20.8,200,1915.2440000000001,1
99,1,0;10097;10540;11094;11269;0,8:2,11:8,50046,600.552,0,0.0,200,800.552,0
100,1,0;10535;11110;10788;10531;10217;11327;11485;11528;0,8:2,16:24,103192,1238.304,50,50.400000000000006,200,1539.504,1
101,1,0;10499;10377;10079;10182;0,8:13,11:51,55460,665.52,0,0.0,200,865.52,0
102,1,0;11184;10351;11039;10646;0,8:27,11:52,57390,688.6800000000001,0,0.0,200,892.28,0
103,1,0;10430;10026;10677;11280;0,8:6,12:11,51021,612.2520000000001,0,20.8,200,835.452,0
104,1,0;11246;11215;10854;0,8:0,11:0,49300,591.6,0,5.2,200,796.8,0
105,1,0;10038;10970;11048;11251;0,8:0,11:37,52365,628.38,0,9.600000000000001,200,837.98,0
106,1,0;10058;10237;10268;10626;0,8:6,11:37,58822,705.864,0,0.0,200,905.864,0
107,1,0;11015;10924;10619;10674;0,8:27,11:36,44188,530.256,0,0.0,200,730.2560000000001,0
108,1,0;11297;10418;10550;11103;11056;10433;0,8:0,12:51,76630,919.5600000000001,0,0.0,200,1119.56,0
109,1,0;10781;10148;11064;11260;10830;11358;11584;0,8:3,15:22,127607,1531.284,50,23.6,200,1806.084,1
110,1,0;10811;10488;10108;10152;10553;10110;0,8:2,13:23,73205,878.46,0,0.0,200,1078.46,0
111,1,0;10926;11060;10803;10562;0,9:4,12:27,60616,727.392,0,0.0,200,947.792,0
112,1,0;10017;10265;11206;11012;0,8:10,12:7,70604,847.248,0,11.200000000000001,200,1062.4479999999999,0
113,1,0;10829;10937;11143;10180;0,8:30,12:10,52172,626.064,0,9.600000000000001,200,836.4639999999999,0
114,1,0;11067;10567;10560;10670;11289;0,8:8,12:44,77521,930.2520000000001,0,0.0,200,1130.252,0
115,1,0;10880;10547;10257;11536;11352;11340;0,8:3,15:37,141816,1701.7920000000001,50,12.8,200,1964.592,1
116,1,0;11138;10832;11175;11124;10090;10990;11346;11416;11407;11508;0,8:3,17:14,146587,1759.044,50,24.8,200,2035.0439999999999,1
117,1,0;11158;10077;10137;11119;10278;11424;0,8:3,13:52,92151,1105.8120000000001,0,15.200000000000001,200,1321.012,0
118,1,0;10860;11299;10629;0,8:29,11:29,45313,543.756,0,11.600000000000001,200,763.756,0
119,1,0;10260;10637;10911;10073;11011;11316;11377;11597;0,8:2,16:18,110977,1331.724,50,42.400000000000006,200,1624.924,1
120,1,0;10727;10404;10755;10249;10011;11338;11501;11391;0,8:20,15:30,140650,1687.8,50,0.0,200,1943.3999999999999,1
121,1,0;10044;11287;10382;10503;11370;11535;11464;11483;0,8:7,16:4,116450,1397.4,50,29.200000000000003,200,1679.4,1
122,1,0;10219;10660;10645;11114;11341;11442;11556;0,8:5,16:33,100151,1201.8120000000001,50,69.60000000000001,200,1523.412,1
123,1,0;10469;11288;11113;11105;0,8:11,12:6,79544,954.528,0,0.0,200,1154.528,0
124,1,0;10439;11172;10790;0,8:4,11:28,43141,517.692,0,19.6,200,738.892,0
125,1,0;10338;10695;10892;0,8:28,11:32,54041,648.492,0,7.6000000000000005,200,867.292,0
126,1,0;10456;10504;10496;10624;11562;11431;11423;0,8:27,15:53,153814,1845.768,50,8.8,200,2111.368,1
127,1,0;10599;10042;10071;10774;10085;11384;11460;11406;11564;0,8:5,16:1,104421,1253.0520000000001,50,21.200000000000003,200,1524.252,1
128,1,0;10020;10169;10850;10409;10517;0,8:0,12:48,93538,1122.4560000000001,0,0.0,200,1322.4560000000001,0
129,1,0;10837;10273;11033;0,8:29,11:38,45122,541.464,0,9.200000000000001,200,750.664,0
130,1,0;10551;10625;10686;10930;0,8:7,11:45,77654,931.8480000000001,0,0.0,200,1134.248,0
131,1,0;10742;10080;10086;10867;11302;11414;0,8:17,15:39,95097,1141.164,0,50.800000000000004,200,1391.964,0
132,1,0;10262;11010;10462;11037;11472;0,8:4,15:34,83732,1004.784,0,76.4,200,1282.784,0
133,1,0;10617;10140;11132;10375;0,8:6,11:34,59212,710.544,0,2.0,200,914.944,0
134,1,0;11136;10577;11193;11041;10673;11415;0,8:22,13:56,91405,1096.8600000000001,0,6.4,200,1303.26,0
135,1,0;10798;10394;10324;10057;0,8:26,11:59,64856,778.272,0,0.0,200,978.2719999999999,0
136,1,0;10454;11139;11159;10306;10126;0,8:18,13:4,74683,896.196,0,0.0,200,1096.196,0
137,2,0;11099;11256;10597;10987;11373;0,8:20,14:5,84704,1185.856,0,34.4,300,1528.256,0
138,1,0;10533;10896;10863;10685;11055;11309;0,8:16,14:10,94026,1128.3120000000001,0,20.8,200,1355.5120000000002,0
139,1,0;10997;11183;10720;10847;11477;11530;11334;11348;0,8:0,16:19,149038,1788.4560000000001,50,33.6,200,2072.0559999999996,1
140,1,0;10586;10415;10188;10437;11410;11462;11546;0,8:12,17:9,102709,1232.508,50,70.8,200,1558.1080000000002,1
141,1,0;10004;10274;10688;10229;10252;0,8:5,13:23,78859,946.308,0,0.0,200,1146.308,0
142,1,0;10363;10510;10902;10513;10474;0,8:0,12:42,74346,892.152,0,0.0,200,1092.152,0
143,1,0;10687;10369;10286;10497;10389;11383;11581;0,8:7,14:28,113857,1366.284,50,5.2,200,1624.284,1
144,1,0;11176;10887;11014;10703;11153;10084;0,8:4,13:43,93158,1117.896,0,0.0,200,1317.896,0
145,1,0;10064;10356;10313;11263;10032;0,8:11,12:27,74569,894.828,0,0.0,200,1097.628,0
146,1,0;10354;11270;10909;10799;11380;0,8:27,14:19,96490,1157.88,0,30.400000000000002,200,1388.28,0
147,1,0;10868;11170;10335;10604;11088;0,8:1,12:31,82804,993.648,0,0.0,200,1193.6480000000001,0
148,1,0;10350;11130;10764;10719;0,8:0,11:55,68520,822.24,0,0.0,200,1022.24,0
149,1,0;10078;10282;11003;10167;11004;11200;11560;11365;0,8:0,14:54,121459,1457.508,50,6.0,200,1713.508,1
150,1,0;11038;10123;10224;11490;11433;0,8:11,15:25,67167,806.004,0,75.2,200,1081.2040000000002,0
151,1,0;10655;10740;10296;10743;10271;11328;0,8:8,14:0,93784,1125.4080000000001,0,0.0,200,1325.408,0
152,1,0;10558;10814;11052;0,8:32,11:27,61826,741.912,0,0.0,200,943.112,0
153,2,0;10908;10756;10676;10344;11317;0,8:0,14:29,119122,1667.708,0,35.2,300,2002.908,0
154,1,0;11137;10207;10548;10391;11458;11543;11453;0,8:4,16:9,123810,1485.72,50,44.400000000000006,200,1780.1200000000001,1
155,1,0;11083;10395;11540;10161;0,8:1,12:15,111543,1338.516,50,0.0,200,1588.5159999999998,1
156,1,0;11265;11245;10770;11459;11447;0,8:4,15:6,84026,1008.312,0,64.4,200,1274.312,0
157,1,0;10192;10715;11078;11232;0,8:4,12:29,87528,1050.336,0,6.4,200,1258.336,0
158,1,0;10070;10155;10760;10746;11598;11408;0,8:1,15:53,119862,1438.344,50,33.6,200,1721.944,1
159,1,0;10189;10633;10979;10493;11068;11487;11470;0,8:14,15:14,92672,1112.064,0,30.8,200,1342.864,0
160,2,0;11214;10552;11005;11430;0,8:25,13:46,72750,1018.5,0,36.800000000000004,300,1355.3,0
161,1,0;10223;11188;11520;10941;0,8:0,12:44,114902,1378.824,50,0.0,200,1628.824,1
162,1,0;11061;11191;11161;11051;10111;11508;0,8:3,13:43,131315,1575.78,50,0.0,200,1825.7800000000002,1
163,1,0;10801;10621;11595;10891;11311;11448;11360;0,8:5,16:20,126372,1516.464,50,47.6,200,1814.0639999999999,1
164,1,0;10305;11126;10895;10601;11578;0,8:7,12:57,106194,1274.328,50,0.0,200,1524.328,1
165,1,0;10190;10910;10758;10244;11359;11315;0,8:11,15:2,93802,1125.624,0,26.0,200,1351.624,0
166,1,0;10906;11023;10879;10647;11018;0,8:16,12:38,65747,788.964,0,0.0,200,988.964,0
167,1,0;11174;10999;10049;10602;11339;11562;11322;0,8:12,15:48,136786,1641.432,50,29.200000000000003,200,1920.632,1
168,1,0;10809;10679;10776;10684;11531;11449;0,8:11,14:11,94369,1132.428,50,19.200000000000003,200,1401.6280000000002,1
169,1,0;10419;10693;10440;10214;11532;11390;0,8:8,13:39,95965,1151.58,50,14.8,200,1416.38,1
170,1,0;10775;10426;10304;11199;11337;11434;11500;11573;0,8:4,16:54,158865,1906.38,50,30.400000000000002,200,2188.38,1
171,1,0;10484;10643;10806;11369;11437;11333;11562;0,8:0,16:27,135376,1624.512,50,31.6,200,1906.112,1
172,1,0;10336;11095;10033;10401;10325;11451;11473;11401;11584;0,8:10,16:43,121753,1461.036,50,23.200000000000003,200,1738.236,1
173,1,0;10825;10991;10116;10045;10805;11350;11481;11541;0,8:0,16:38,145077,1740.924,50,27.6,200,2018.524,1
174,1,0;10733;10665;11009;10890;11455;11331;11530;0,8:5,17:38,153570,1842.8400000000001,50,67.60000000000001,200,2162.44,1
175,1,0;10683;10648;10172;10327;10771;11306;11399;11362;11540;0,8:4,16:22,113136,1357.632,50,26.0,200,1635.232,1
176,1,0;11187;10663;11069;11230;10657;11376;11371;11568;0,8:3,17:4,124351,1492.212,50,56.0,200,1799.412,1
177,1,0;10413;10726;11125;11156;10410;11422;11550;0,8:7,15:35,129216,1550.592,50,18.400000000000002,200,1821.792,1
178,1,0;10105;10623;10094;11258;10881;11595;11440;11461;0,8:17,16:56,170618,2047.416,50,35.6,200,2339.8160000000003,1
179,1,0;10177;10452;10982;11300;11444;11427;11491;11526;0,8:18,17:46,126755,1521.06,50,60.400000000000006,200,1838.6599999999999,1
180,1,0;10518;10917;10750;10957;10342;10435;11344;11420;11532;0,8:12,16:14,116087,1393.044,50,27.6,200,1675.444,1
181,1,0;11222;10009;10502;10747;10194;11471;11428;11531;0,8:0,16:10,101665,1219.98,50,38.800000000000004,200,1508.78,1
182,1,0;10186;10483;10233;11349;11571;11329;11465;0,8:0,16:11,135119,1621.428,50,38.800000000000004,200,1910.228,1
183,1,0;10133;10021;10737;10678;11298;11396;11508;0,8:1,15:6,125447,1505.364,50,8.8,200,1764.564,1
184,1,0;11093;11203;11291;10005;10378;0,8:10,12:52,83033,996.3960000000001,0,0.0,200,1196.396,0
185,1,0;10003;10918;10711;10754;11571;11389;11335;0,8:13,16:10,140442,1685.304,50,31.200000000000003,200,1971.7040000000002,1
186,1,0;10420;10640;10239;10101;10466;11469;11494;0,8:1,16:21,95168,1142.016,0,58.800000000000004,200,1401.2160000000001,0
187,1,0;10312;10320;10779;10878;11443;0,8:3,15:42,96230,1154.76,0,80.0,200,1435.96,0
188,1,0;10883;10642;11218;10512;0,8:18,12:57,80755,969.0600000000001,0,0.0,200,1169.06,0
189,1,0;10916;11045;10201;10730;10527;11303;11562;0,8:1,15:16,133915,1606.98,50,10.4,200,1867.7800000000002,1
190,1,0;10600;10945;10040;10701;10762;11409;11393;11572;0,8:6,17:39,109196,1310.352,50,76.80000000000001,200,1639.5520000000001,1
191,1,0;11197;10357;11016;10060;11314;11412;11594;0,8:12,16:54,131262,1575.144,50,46.800000000000004,200,1871.944,1
192,1,0;10927;10006;10037;11227;0,8:14,11:53,84653,1015.836,0,0.0,200,1215.836,0
193,1,0;10931;10366;10778;11250;0,8:31,12:16,81908,982.8960000000001,0,0.0,200,1183.296,0
194,1,0;10812;10797;10295;11147;0,8:19,11:50,77272,927.264,0,0.0,200,1134.064,0
195,1,0;10565;10103;10099;11211;10470;11330;11580;0,8:2,15:15,100912,1210.944,50,27.200000000000003,200,1488.944,1
196,1,0;11282;10605;11252;11198;11355;11387;11539;0,8:5,17:2,108255,1299.06,50,66.0,200,1617.06,1
197,1,0;11271;10486;10043;10950;10652;11438;11368;0,8:7,15:17,99782,1197.384,0,32.800000000000004,200,1432.984,0
198,1,0;10412;10159;10874;11073;0,8:8,12:14,81974,983.688,0,0.0,200,1184.4879999999998,0
199,1,0;10230;10423;11595;11489;11336;11353;0,8:3,16:49,146623,1759.476,50,62.800000000000004,200,2072.276,1
200,1,0;11255;10355;11253;11145;0,8:21,11:56,79322,951.864,0,0.0,200,1151.864,0
201,1,0;11189;10087;10964;10221;11403;0,8:7,15:7,99788,1197.4560000000001,0,53.6,200,1453.856,0
202,1,0;11013;10607;10800;10431;11324;0,8:12,14:14,98852,1186.224,0,17.6,200,1408.624,0
203,1,0;10246;10734;10019;10785;11321;11382;11549;0,8:19,15:44,106336,1276.032,50,30.400000000000002,200,1556.432,1
204,1,0;10174;11144;10594;11028;0,8:7,12:4,78450,941.4,0,0.0,200,1141.4,0
205,1,0;10341;10571;10963;10029;0,8:7,11:57,78346,940.152,0,0.0,200,1140.152,0
206,1,0;10644;11120;10272;10505;10933;11550;0,8:15,13:52,121001,1452.012,50,0.0,200,1703.612,1
207,1,0;10154;10082;11084;10705;11482;0,8:0,14:10,88801,1065.612,0,27.6,200,1293.212,0
208,1,0;10247;11229;10002;10028;0,8:14,12:29,75969,911.628,0,0.0,200,1112.4279999999999,0
209,1,0;11097;10954;10358;11417;11599;11357;0,8:5,16:38,125383,1504.596,50,68.4,200,1822.996,1
210,1,0;10864;10973;11318;11496;11454;11517;0,9:12,17:4,106692,1280.304,50,55.6,200,1585.904,1
211,1,0;10399;11101;10136;10820;11400;0,8:7,14:8,96612,1159.344,0,23.6,200,1385.7440000000001,0
212,1,0;11134;10117;10432;10898;10794;11562;0,8:14,14:19,143265,1719.18,50,0.0,200,1973.18,1
213,1,0;10138;11022;10559;10508;0,8:20,12:28,77822,933.864,0,9.200000000000001,200,1151.064,0
214,1,0;10752;10520;10913;10564;0,8:8,12:2,81255,975.0600000000001,0,0.0,200,1175.06,0
215,1,0;11042;11240;10178;10877;0,8:23,12:33,82982,995.784,0,0.0,200,1200.584,0
216,1,0;10995;10925;10545;0,8:22,11:52,69101,829.212,0,0.0,200,1036.0120000000002,0
217,1,0;10574;10422;10983;10903;10856;11508;0,8:14,14:16,123450,1481.4,50,0.0,200,1733.4,1
218,1,0;11036;10731;10563;11148;11325;11508;0,8:15,15:12,145756,1749.0720000000001,50,22.0,200,2027.0720000000001,1
219,1,0;11212;11074;10277;10141;11439;11421;11575;0,8:7,15:25,113325,1359.9,50,16.0,200,1628.7,1
220,1,0;10149;10253;10836;0,8:3,12:9,80756,969.072,0,5.6000000000000005,200,1175.872,0
221,1,0;10225;10951;10650;11278;11450;11363;11520;0,8:4,16:40,120687,1448.2440000000001,50,57.2,200,1757.0439999999999,1
222,1,0;10901;10131;10834;0,8:19,12:7,71583,858.996,0,0.0,200,1060.996,0
223,1,0;10955;11142;10638;10343;10739;11539;0,8:15,13:47,111352,1336.224,50,0.0,200,1588.2240000000002,1
224,1,0;10787;11177;11195;11204;0,8:5,12:13,76358,916.296,0,0.0,200,1116.296,0
225,1,0;10768;10146;10862;0,8:20,11:46,72539,870.4680000000001,0,0.0,200,1070.468,0
226,2,0;10269;10210;10387;11116;0,8:2,11:59,72645,1017.03,0,0.0,300,1317.03,0
227,1,0;10839;10786;11112;11208;10030;11581;0,8:3,13:37,104803,1257.636,50,0.0,200,1507.636,1
228,1,0;10372;10114;10576;10329;0,8:5,12:15,75695,908.34,0,0.0,200,1108.3400000000001,0
229,1,0;11115;10595;10392;10538;11169;11508;0,8:2,13:54,126467,1517.604,50,0.0,200,1767.604,1
230,1,0;11087;10345;10948;0,8:30,11:55,70955,851.46,0,0.0,200,1051.46,0
231,1,0;11180;10012;10463;10962;11495;0,8:58,15:33,99485,1193.82,0,38.800000000000004,200,1432.62,0
232,1,0;11096;11275;10603;11127;0,8:5,11:56,84960,1019.52,0,0.0,200,1219.52,0
233,1,0;10139;10127;10943;0,8:13,12:24,82885,994.62,0,0.0,200,1194.6200000000001,0
234,1,0;10052;10314;10457;11375;11304;11581;0,8:5,16:32,113593,1363.116,50,66.4,200,1679.516,1
235,2,0;10102;10691;10827;10928;0,8:22,11:58,76724,1074.136,0,0.0,300,1374.136,0
236,1,0;10259;10458;10907;10053;11463;0,8:6,13:57,91787,1101.444,0,20.0,200,1321.444,0
237,1,0;10628;10263;10402;10949;10416;11467;0,8:0,13:58,91961,1103.532,0,27.200000000000003,200,1330.732,0
238,1,0;10448;10992;10156;11254;11581;0,8:5,13:0,104648,1255.776,50,0.0,200,1505.7759999999998,1
239,1,0;10608;10865;10050;10526;11274;11572;0,8:15,13:39,112679,1352.1480000000001,50,0.0,200,1602.1480000000001,1
240,1,0;11149;10894;11157;11411;11402;11562;0,8:0,16:48,140528,1686.336,50,58.800000000000004,200,1995.136,1
241,1,0;10946;10671;10818;11085;10826;11521;0,8:8,13:27,96090,1153.08,50,0.0,200,1403.08,1
242,1,0;10876;10523;10475;10696;11181;11554;0,8:2,13:39,106225,1274.7,50,0.0,200,1524.7,1
243,1,0;10893;10672;10977;10022;11233;11508;0,8:1,13:48,140631,1687.5720000000001,50,0.0,200,1937.5720000000001,1
244,1,0;10935;10728;10654;10706;10444;11521;0,8:0,13:35,110509,1326.108,50,0.0,200,1576.108,1
245,1,0;10362;10218;11102;11079;10958;0,8:3,12:50,92510,1110.1200000000001,0,0.0,200,1310.1200000000001,0
